linha_clinica_global,principio_ativo,marcas_global,qtd_skus_global,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_unidade_venda,preco_unimed_vl_medio_r_un,unimed_prev_mes_qtd,unimed_prev_mes_rs,unimed_abc,unimed_politica,gap_pct_ultimo_global_vs_unimed,gap_pct_media_global_vs_unimed,gap_pct_mediana_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,economia_pot_mensal_rs_ultimo,depara_origem,depara_confianca,preco_unimed_normalizado_r_un,economia_pot_mensal_rs_mediana,oportunidade_mensal_rs,risco_mensal_rs,depara_ok_preco,flags_revisao,fonte_preco_global,fonte_preco_unimed
SCALP 21G LUER LOCK,PRODUTOS PARA SAUDE,"['DESCARPACK', 'INJEX', 'MEDIX']",3,3,0.1663,0.18803333333333336,0.19,0.1663,0.2078,2024-10-10,87540,scalp n° 21g ,scalp n° 21g ,Unidade,1.7,7133.5,12126.949999999999,A,MATERIAIS,-90.2,-88.9,-88.8,-1.5337,-10940.65,fuzzy_alta,0.9,1.7,-10771.58,10771.58,0.0,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"TOSILATO DE SORAFENIBE (200MG COMPRIMIDO REV)
",TOSILATO DE SORAFENIBE,['ACCORD'],1,1,52.5,52.5,52.5,52.5,52.5,2026-03-03,87260,tosilato de sorafenibe 200 mg com rev nexavar,tosilato de sorafenibe 200 mg com rev nexavar,Comprimido,112.23,108.0,12120.84,B,EXCEPCIONAL,-53.2,-53.2,-53.2,-59.73,-6450.84,fuzzy_alta,0.91,112.23,-6450.84,6450.84,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA VINIL G S/PO,PRODUTOS PARA SAUDE,"['DESCARPACK', 'VOLK DO BRASIL']",3,3,0.095384,0.08066666666666666,0.075373,0.071243,0.095384,2025-09-05,88163,luva nitrilica s/ po azul tamanho g cx c/ 100,luva nitrilica s/ po azul tamanho g cx c/ 100,Caixa,14.35,835.7,11992.295,A,ITENS VOLUMOSOS,-33.5,-43.8,-47.5,-0.0481,-11912.58,fuzzy_alta,0.79,0.1435,-56.93,56.93,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EVEROLIMO (10MG COMPRIMIDO),EVEROLIMO,"['DR REDDYS', 'NATCOFARMA', 'NOVARTIS']",5,5,128.805357,225.95029099999996,201.473375,128.805357,412.989,2025-07-08,106816,everolimo 10 mg com ,everolimo 10 mg com ,Comprimido,113.93,103.6,11803.148,B,EXCEPCIONAL,13.1,98.3,76.8,14.8754,1541.09,fuzzy_alta,0.97,113.93,9069.49,0.0,9069.49,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SUCCINATO SODICO DE METILPREDNISOLONA (125MG PO SOL INJ IV/IM FA + DIL 2ML),SUCCINATO SODICO DE METILPREDNISOLONA,"['BLAU', 'FRESENIUS']",3,3,11.0,7.5,6.0,5.5,11.0,2025-06-13,86973,"metilprednisolona, succinato sodio 125 mg po liof inj fa","metilprednisolona, succinato sodio 125 mg po liof inj fa",Frasco Ampola,10.99,1070.4,11763.696000000002,B,MEDICAMENTOS,0.1,-31.8,-45.4,0.01,10.7,llm,1.0,10.99,-5341.3,5341.3,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CATETER INTRAVENOSO 24G DISP SEG,PRODUTOS PARA SAUDE,"['DESCARPACK', 'INJEX']",2,2,1.4628,1.572181,1.572181,1.4628,1.681562,2026-03-12,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,Unidade,3.26,3593.4,11714.484,A,MATERIAIS,-55.1,-51.8,-51.8,-1.7972,-6458.06,llm,0.95,3.26,-6065.01,6065.01,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACETATO DE ABIRATERONA (250MG COMPRIMIDO),ACETATO DE ABIRATERONA,"['CRISTALIA ONCO', 'DR REDDYS', 'SUN PHARMA']",4,4,5.64974,6.3376995,6.375,5.64974,6.951058,2025-10-29,92866,"abiraterona, acetato 250 mg com genérico ","abiraterona, acetato 250 mg com genérico ",Comprimido,5.3,2196.0,11638.8,B,EXCEPCIONAL CD,6.6,19.6,20.3,0.3497,768.03,llm,1.0,5.3,2360.7,0.0,2360.7,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TOSILATO DE NIRAPARIBE MONOIDRATADO SOLIDO (100MG CAP) ORAL,TOSILATO DE NIRAPARIBE MONOIDRATADO,['GSK ONCO'],2,2,371.006548,363.485506,363.485506,355.964464,371.006548,2025-01-23,92881,"niraparibe, tosilato 100 mg cap dura zejula","niraparibe, tosilato 100 mg cap dura zejula",Cápsula,374.95,30.8,11548.46,B,EXCEPCIONAL,-1.1,-3.1,-3.1,-3.9435,-121.46,llm,1.0,374.95,-353.11,353.11,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE INJETAVEL (B6 DL SOL INJ IV 10ML),DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE,['COSMED'],2,2,6.7892,6.79335,6.79335,6.7892,6.7975,2025-08-08,86720,dimenidrinato + piridoxina + glicose + frutose 3 mg + 5 mg + 100 mg + 100 mg inj iv 10 ml amp,dimenidrinato + piridoxina + glicose + frutose 3 mg + 5 mg + 100 mg + 100 mg inj iv 10 ml amp,Ampola,7.3,1485.8,10846.34,B,MEDICAMENTOS,-7.0,-6.9,-6.9,-0.5108,-758.95,llm,0.9,7.3,-752.78,752.78,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SABONETE RIOMAX CREMOSO 1 LITRO REFIL,COSMETICOS,['RIOQUIMICA'],1,1,28.5,28.5,28.5,28.5,28.5,2024-02-19,83878,sabonete liquido neutro 1000ml espuma extra suave,sabonete liquido neutro 1000ml espuma extra suave,Litros,99.0,109.1,10800.9,A,MATERIAIS ALMOX,-71.2,-71.2,-71.2,-70.5,-7691.55,llm,0.8,99.0,-7691.55,7691.55,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ADALIMUMABE (40MG/0,8ML INJETAVEL SC 2SER + 2 LEN ALC)",ADALIMUMABE,['BIOCON BIOLOGICS'],2,2,191.0,445.51,445.51,191.0,700.02,2025-10-09,106586,"adalimumabe 40 mg hyrimoz - ser preenc 0,8ml","adalimumabe 40 mg hyrimoz - ser preenc 0,8ml",Seringa,429.18,24.1,10343.238000000001,B,EXCEPCIONAL,-55.5,3.8,3.8,-238.18,-5740.14,llm,0.95,429.18,393.55,0.0,393.55,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GANCICLOVIR (1MG/ML SOLUCAO INJETAVEL 250ML),GANCICLOVIR SODICO,['HALEX ISTAR'],2,2,95.0,85.39,85.39,75.78,95.0,2025-11-06,86595,ganciclovir sodico 1 mg/ml sol inj bols 250ml,ganciclovir sodico 1 mg/ml sol inj bols 250ml,Bolsa,157.82,64.9,10242.518,B,ITENS ALTO CUSTO,-39.8,-45.9,-45.9,-62.82,-4077.02,fuzzy_alta,0.93,157.82,-4700.71,4700.71,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CEFAZOLINA SODICA (1G PO INJ IV 10 ML),CEFAZOLINA SODICA,"['BIOCHIMICO', 'BLAU', 'EUGIA', 'FRESENIUS']",6,6,3.58,3.8633333333333333,3.6500000000000004,3.5,5.0,2026-05-11,83652,cefazolina  sodica 1 g po liof inj fa,cefazolina  sodica 1 g po liof inj fa,Frasco Ampola,4.36,2328.4,10151.824,B,MEDICAMENTOS,-17.9,-11.4,-16.3,-0.78,-1816.15,llm,0.95,4.36,-1653.16,1653.16,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",FILGRASTIM,"['EUROFARMA ONCO', 'SANDOZ']",4,4,46.72,43.97166675,44.193333499999994,37.5,50.0,2026-02-23,102105,"filgrastim 300 mcg sol inj ser preenc 0,5 ml zarzio ","filgrastim 300 mcg sol inj ser preenc 0,5 ml zarzio ",Seringa,39.1,248.0,9696.800000000001,C,EXCEPCIONAL CD,19.5,12.5,13.0,7.62,1889.76,llm,0.9,39.1,1263.15,0.0,1263.15,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CITARABINA (100 MG/ML SOL INJ IV FRASCO AMPOLA 5ML),CITARABINA,['ACCORD'],1,1,35.0,35.0,35.0,35.0,35.0,2025-12-30,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,Frasco Ampola,36.98,256.6,9489.068,B,MEDICAMENTOS,-5.4,-5.4,-5.4,-1.98,-508.07,fuzzy_alta,0.75,36.98,-508.07,508.07,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SUGAMADEX SODICO INJETAVEL (100 MG/ML SOL IV 2 ML),SUGAMADEX SODICO,"['BLAU', 'CRISTALIA', 'SANDOZ']",3,3,36.0,235.46666666666667,52.0,36.0,618.4,2026-02-09,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,Frasco Ampola,36.98,256.6,9489.068,B,MEDICAMENTOS,-2.7,536.7,40.6,-0.98,-251.47,fuzzy_alta,0.91,36.98,3854.13,0.0,3854.13,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SUGAMADEX SODICO (100MG/ML INJ IV FA 2ML),SUGAMADEX SODICO,"['CAMBER', 'SUN PHARMA']",2,2,34.0,33.5,33.5,33.0,34.0,2026-01-28,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,Frasco Ampola,36.98,256.6,9489.068,B,MEDICAMENTOS,-8.1,-9.4,-9.4,-2.98,-764.67,fuzzy_alta,0.91,36.98,-892.97,892.97,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SERINGA DESC 20ML S/AG BICO SLIP,PRODUTOS PARA SAUDE,['INJEX'],1,1,0.27295,0.27295,0.27295,0.27295,0.27295,2025-09-24,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,seringa descartavel s/ agulha 20ml s/ rosca luer slip,Unidade,0.38,24185.0,9190.3,A,MATERIAIS,-28.2,-28.2,-28.2,-0.107,-2589.0,fuzzy_alta,0.75,0.38,-2589.0,2589.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORETO DE SODIO (9MG/ML SOL INJ 1000ML),CLORETO DE SODIO,"['ACULIFE', 'EUROFARMA', 'FRESENIUS', 'HALEX ISTAR', 'JP INDUSTRIA']",5,5,6.5,6.3786666,6.9,2.5,8.66,2026-04-01,83661,"cloreto de sodio 0,9% 1000 ml fr sistema fechado","cloreto de sodio 0,9% 1000 ml fr sistema fechado",Frasco,7.14,1206.9,8617.266,B,"VOLUMOSOS - FRESEN, DICOPL, TAG",-9.0,-10.7,-3.4,-0.64,-772.42,llm,1.0,7.14,-289.66,289.66,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORETO DE SODIO (9MG/ML SOL INJ IV 10ML)  ,CLORETO DE SODIO,"['EQUIPLEX', 'FARMACE', 'FARMARIN', 'HALEX ISTAR', 'SAMTEC']",5,5,0.12,0.1638,0.17,0.12,0.209,2026-03-09,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml","cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",Ampola,0.17,48130.3,8182.151000000001,B,"VOLUMOSOS - FRESEN, DICOPL, TAG",-29.4,-3.6,0.0,-0.05,-2406.52,llm,1.0,0.17,0.0,0.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MICAFUNGINA SODICA INJETAVEL ( 50MG PO LIOF),MICAFUNGINA SODICA,"['ACCORD', 'SANDOZ']",4,4,114.0,151.77195825,133.0439165,114.0,227.0,2026-03-03,86989,micafungina 100 mg po liof inj fa,micafungina 100 mg po liof inj fa,Frasco Ampola,306.42,26.7,8181.414,C,ITENS ALTO CUSTO,-62.8,-50.5,-56.6,-192.42,-5137.61,llm,0.95,306.42,-4629.14,4629.14,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MICAFUNGINA SODICA INJETAVEL ( 100MG PO LIOF),MICAFUNGINA SODICA,"['ACCORD', 'SANDOZ']",3,3,277.84,285.14121166666666,277.84,247.0,330.583635,2026-02-23,86989,micafungina 100 mg po liof inj fa,micafungina 100 mg po liof inj fa,Frasco Ampola,306.42,26.7,8181.414,C,ITENS ALTO CUSTO,-9.3,-6.9,-9.3,-28.58,-763.09,llm,1.0,306.42,-763.09,763.09,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MESILATO DE IMATINIBE (400MG CPR REV),MESILATO DE IMATINIBE,"['CRISTALIA ONCO', 'EMS ONCO', 'EUROFARMA ONCO', 'HYPOFARMA', 'NOVARTIS', 'SANDOZ', 'SUN PHARMA', 'ZYDUS']",11,11,18.900333,181.02291345454546,18.900333,5.499667,950.0,2026-04-07,117417,"imatinibe, mesilato 400mg com rev ct bl al plas pvc/pvdc opc x 30 glimatin","imatinibe, mesilato 400mg com rev ct bl al plas pvc/pvdc opc x 30 glimatin",Comprimido,15.67,520.0,8148.4,C,EXCEPCIONAL,20.6,1055.2,20.6,3.2303,1679.77,llm,1.0,15.67,1679.77,0.0,1679.77,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MASCARA CIRURGICA TRIPLA C/ELAST C/CLIP,PRODUTOS PARA SAUDE,"['AMED S/A', 'DEJAMARO', 'DESCARPACK', 'INJEX', 'WILTEX']",6,6,0.065778,0.07588966666666667,0.075906,0.065778,0.09,2026-03-05,87804,mascara descartavel tripla c/ clips c/ elastico,mascara descartavel tripla c/ clips c/ elastico,Unidade,0.18,44871.0,8076.78,A,MATERIAIS,-63.5,-57.8,-57.8,-0.1142,-5125.26,llm,1.0,0.18,-4670.8,4670.8,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SONDA ASP TRAQUEAL S/VALVULA NR.12,PRODUTOS PARA SAUDE,['MEDSONDA'],1,1,0.495418,0.495418,0.495418,0.495418,0.495418,2025-09-03,87555,sonda aspiracao traqueal siliconizada n° 12,sonda aspiracao traqueal siliconizada n° 12,Unidade,0.65,12411.7,8067.6050000000005,A,MATERIAIS,-23.8,-23.8,-23.8,-0.1546,-1918.63,llm,1.0,0.65,-1918.63,1918.63,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MISOPROSTOL (200MCG CP VAGINAL) C1,MISOPROSTOL,['HEBRON'],1,1,33.119661,33.119661,33.119661,33.119661,33.119661,2024-10-04,87000,misoprostol 200 mcg ,misoprostol 200 mcg ,Comprimido,44.29,180.1,7976.629,B,MEDICAMENTOS,-25.2,-25.2,-25.2,-11.1703,-2011.78,llm,1.0,44.29,-2011.78,2011.78,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLARITROMICINA (500MG PO LIOF INJ IV 20ML),CLARITROMICINA,['BLAU'],1,1,20.676,20.676,20.676,20.676,20.676,2025-09-02,86629,claritromicina 500 mg po liof inj fa,claritromicina 500 mg po liof inj fa,Frasco Ampola,31.99,248.2,7939.918,C,MEDICAMENTOS,-35.4,-35.4,-35.4,-11.314,-2808.13,llm,1.0,31.99,-2808.13,2808.13,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLARITROMICINA (500MG PO LIOF INJ IV 30ML),CLARITROMICINA,['MANDALA'],1,1,27.0,27.0,27.0,27.0,27.0,2025-10-30,86629,claritromicina 500 mg po liof inj fa,claritromicina 500 mg po liof inj fa,Frasco Ampola,31.99,248.2,7939.918,C,MEDICAMENTOS,-15.6,-15.6,-15.6,-4.99,-1238.52,llm,1.0,31.99,-1238.52,1238.52,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MACROGOTAS LSLIP INJ LATERAL FILT,PRODUTOS PARA SAUDE,"['DESCARPACK', 'TKL']",3,3,0.54,0.6759333333333334,0.6228,0.54,0.865,2025-12-19,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,-20.6,-0.6,-8.4,-0.14,-1610.52,llm,0.9,0.68,-658.01,658.01,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MULTI 2 VIAS LLOCK CORTA FLUXO,PRODUTOS PARA SAUDE,"['DESCARPACK', 'LABOR IMPORT', 'MEDIX', 'SOLIDOR']",5,5,0.503904,0.9630011999999999,0.503904,0.461912,2.84096,2026-03-09,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,-25.9,41.6,-25.9,-0.1761,-2025.76,llm,0.7,0.68,-2025.76,2025.76,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MACROGOTAS LSLIP INJ LAT. FILT PL,PRODUTOS PARA SAUDE,['DESCARPACK'],1,1,0.622798,0.622798,0.622798,0.622798,0.622798,2025-07-28,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,-8.4,-8.4,-8.4,-0.0572,-658.03,llm,0.95,0.68,-658.03,658.03,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MULTI 2 VIAS LSLIP CORTA FLUXO,PRODUTOS PARA SAUDE,"['MEDSONDA', 'TKL']",2,2,0.788317,0.6816585,0.6816585,0.575,0.788317,2024-10-30,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,15.9,0.2,0.2,0.1083,1246.05,llm,0.8,0.68,19.08,0.0,19.08,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MACROGOTAS LSLIP SIMPLES,PRODUTOS PARA SAUDE,"['DESCARPACK', 'MEDIX']",2,2,0.663904,0.806952,0.806952,0.663904,0.95,2024-07-31,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,-2.4,18.7,18.7,-0.0161,-185.16,llm,0.8,0.68,1460.42,0.0,1460.42,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EQUIPO MACROGOTAS LLOCK INJ LATERAL FILT,PRODUTOS PARA SAUDE,"['DESCARPACK', 'TKL']",3,3,0.69546,0.744492,0.758016,0.69546,0.78,2025-06-25,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,Unidade,0.68,11503.7,7822.516000000001,A,MATERIAIS,2.3,9.5,11.5,0.0155,177.85,llm,1.0,0.68,897.47,0.0,897.47,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FORMOTEROL + BUDESONIDA (6MCG + 100MCG 60 DOSES) ,BUDESONIDA+FUMARATO DE FORMOTEROL DI-HIDRATADO,['ASTRAZENECA'],1,1,88.1739,88.1739,88.1739,88.1739,88.1739,2023-06-14,92938,"beclometasona, diproprionato+formoterol, fumarato+ glicopirronio, brometo 100/6/12,5mcg fr 120 doses","beclometasona, diproprionato+formoterol, fumarato+ glicopirronio, brometo 100/6/12,5mcg fr 120 doses",Unidade,371.3,20.5,7611.650000000001,B,ITENS ALTO CUSTO,-76.3,-76.3,-76.3,-283.1261,-5804.09,fuzzy_alta,0.84,371.3,-5804.09,5804.09,0.0,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DETERGENTE ENZIMATICO 7 ENZIMAS 5 LITROS,DETERGENTE ENZIMATICO,['RIOQUIMICA'],1,1,445.0,445.0,445.0,445.0,445.0,2024-03-08,84245,detergente enzimatico prolystica ultraconcetrado 5l,detergente enzimatico prolystica ultraconcetrado 5l,Bombona,980.0,7.4,7252.0,A,MATERIAIS,-54.6,-54.6,-54.6,-535.0,-3959.0,llm,0.8,980.0,-3959.0,3959.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BARREIRA PROTETORA- RIODERM PROTECTION,PRODUTOS PARA SAUDE,['RIOQUIMICA'],1,1,39.0,39.0,39.0,39.0,39.0,2023-01-20,87958,creme de barreira 60g comfell  (ref: 4720),creme de barreira 60g comfell  (ref: 4720),Bisnaga,41.39,171.2,7085.968,A,MATERIAIS,-5.8,-5.8,-5.8,-2.39,-409.17,llm,0.75,41.39,-409.17,409.17,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CREME BARREIRA - RIODERM PROTECTION 92 G,PRODUTOS PARA SAUDE,['RIOQUIMICA'],1,1,78.0,78.0,78.0,78.0,78.0,2023-01-20,87958,creme de barreira 60g comfell  (ref: 4720),creme de barreira 60g comfell  (ref: 4720),Bisnaga,41.39,171.2,7085.968,A,MATERIAIS,88.5,88.5,88.5,36.61,6267.63,llm,0.85,41.39,6267.63,0.0,6267.63,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
