linha_produto,cod_item,desc_global,score,method
CETOPROFENO (50MG CAPSULA),86617,hidralazina 50 mg drg,0.9610599279403687,spacy
CETOPROFENO (50MG/ML INJ IM 2ML),113040,metilcobalamina 50mg/2ml,0.9766585230827332,spacy
CICLOFOSFAMIDA MONOIDRATADA SOLIDO (50MG CP),86617,hidralazina 50 mg drg,0.9090792536735535,spacy
CICLOSPORINA (100MG CAPSULA),92918,nitrofurantoína 100 mg cap,0.9804542660713196,spacy
CICLOSPORINA (100MG/ML SOL OR FR 50ML),86906,levetiracetam 100 mg/ml sol or fr 150 ml,0.989506721496582,spacy
CICLOSPORINA (25MG CAPSULA),87045,nortriptilina 25 mg cap dura,0.9643769264221191,spacy
CICLOSPORINA (50MG CAPSULA),86617,hidralazina 50 mg drg,0.9609160423278809,spacy
CICLOSPORINA (50MG/ML SOL DIL INFUS IV 1ML),87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml,0.9720718860626221,spacy
CIMETIDINA (150MG/ML SOL INJ INJ IV AMPOLA 2ML),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9693871140480042,spacy
CINARIZINA (75MG COMPRIMIDO),86925,levotiroxina sodica 75 mcg com,0.9902384281158447,spacy
CIPROFIBRATO (100 MG COMPRIMIDO),86788,fenobarbital 100 mg com,1.0,spacy
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 100ML ),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9654238224029541,spacy
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9654238224029541,spacy
"CISPLATINA (0,5MG/ML SOL INJ IV 20ML)",87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9656838178634644,spacy
CISPLATINA (1MG/ML SOL INJ IV 100ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9672030210494995,spacy
CISPLATINA (1MG/ML SOL INJ IV 50ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9672030210494995,spacy
"CISTEÂ¿NA, MAGNÂ¿SIO BISGLICINATO, BITARTARATO DE COLINA, GLICINA E COENZIMA Q10",106529,teste de urease,0.6949635744094849,spacy
CITARABINA (100 MG/ML SOL INJ IV FRASCO AMPOLA 5ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9678364992141724,spacy
CITARABINA (100MG/ML SOL INJ IV 10ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9616724848747253,spacy
CITARABINA (100MG/ML SOL INJ IV 1ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9616724848747253,spacy
CITARABINA (20MG/ML SOL INJ IV/SC FA 5 ML),87047,ocrelizumabe 30 mg/ml sol inj iv fa 10 ml ocrevus,0.9610278010368347,spacy
CITARABINA (50MG/ML SOL INJ IV/SC 10ML),92892,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi ,0.951913595199585,spacy
CITRATO DE CLOMIFENO (50MG CP SIMPLES),86555,"cafeina + orfenadrina, citrato de + paracetamol 50 mg + 35 mg + 450 mg com (dorilax)",0.9047066569328308,spacy
"CITRATO DE FENTANILA + DROPERIDOL (0,0785MG/ML + 2,5MG/ML SOL INJ IV/IM AMP 2ML) A1",86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp,0.9752127528190613,spacy
CITRATO DE SILDENAFILA (25MG COMPRIMIDO),86825,fosfato de ruxolitinibe 20 mg com jakavi,0.96703040599823,spacy
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 1ML) A1 ,108812,peptamen hn 500ml  (sf),0.8377583622932434,spacy
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 5ML) A1,108812,peptamen hn 500ml  (sf),0.8377583622932434,spacy
CITRATO DE SUFENTANILA (5MCG/ML INJ IV/EPI 2ML) A1,108812,peptamen hn 500ml  (sf),0.8377583622932434,spacy
CITRATO DE TAMOXIFENO (10MG CP REV) ,86762,"escitalopram, oxalato de 10 mg  com rev",0.9119994640350342,spacy
CITRATO DE TAMOXIFENO (20MG CP REV),86763,"escitalopram, oxalato de 20 mg com rev",0.9142862558364868,spacy
CLARITROMICINA (250MG/5ML SUS OR 60ML),92888,lipiodol 480 mg/ml 10ml,0.9697315692901611,spacy
CLARITROMICINA (500MG CPR REV),107410,ibrutinibe 560mg comp rev imbruvica,0.9615135192871094,spacy
CLARITROMICINA (500MG PO LIOF INJ IV 20ML),86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.9507389664649963,spacy
CLARITROMICINA (500MG PO LIOF INJ IV 30ML),86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.954833447933197,spacy
CLINDAMICINA (150MG/ML INJ 4ML),92888,lipiodol 480 mg/ml 10ml,0.992866575717926,spacy
"CLONAZEPAM (0,25MG COMPRIMIDO) ",86453,"alprazolam 0,25 mg com",1.0,spacy
"CLONAZEPAM (2,5MG/ML SOLUCAO ORAL FRASCO 20ML) B1",86708,diazepam 5 mg/ml sol inj amp 2 ml,0.9804380536079407,spacy
CLONAZEPAM (2MG COMPRIMIDO) B1,86935,loperamida 2 mg com,0.9624454379081726,spacy
CLONIDINA (150MCG/ML SOL INJ 1ML),86879,insulina lispro 100 ui/ml sol inj refil 3ml,0.9620876908302307,spacy
CLONIXINATO DE LISINA (125MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9593719244003296,spacy
CLONIXINATO DE LISINA (250MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9778595566749573,spacy
CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPR SOLIDO (125+5MG COMPRIMIDO),86826,fosfato de ruxolitinibe 5 mg com jakavi,0.9534420967102051,spacy
CLORAMBUCILA (2MG COMPRIMIDO),86524,biperideno 2 mg com,1.0,spacy
CLORANFENICOL+METIONINA (11 C)+ACETATO DE RETINOL+ TOPICO (10000UI+35 MG/G  POM ),87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.9132675528526306,spacy
CLORETO DE POTASSIO (10% INJ IV 10ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.8730507493019104,spacy
"CLORETO DE POTASSIO (19,1% INJ IV 10ML)",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.8491867780685425,spacy
CLORETO DE POTASSIO (60MG/ML SOL OR 100ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.9666547179222107,spacy
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS + FRASCO APLICADOR 120ML)",87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8530327677726746,spacy
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS) ",87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8724809288978577,spacy
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS + FRASCO APLICADOR 240 ML)",87321,"bicarbonato de sodio 8,4% 250 ml fr sistema fechado",0.8995659947395325,spacy
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS) ",87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9034728407859802,spacy
"CLORETO DE SODIO (0,9% SPRAY NASAL 100 ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.9546172618865967,spacy
"CLORETO DE SODIO (0,9% SPRAY NASAL JATO FORTE 100 ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.9327707886695862,spacy
CLORETO DE SODIO (100MG/ML SOL INJ 10ML),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9609271883964539,spacy
CLORETO DE SODIO (2% SPRAY NASAL 100 ML),87250,tisseel lyo selante de fibrina 2 ml,0.9158109426498413,spacy
CLORETO DE SODIO (200MG/ML SOL INJ 10ML),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9635522365570068,spacy
CLORETO DE SODIO (9MG/ML SOL INJ 1000ML),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9683738946914673,spacy
CLORETO DE SODIO (9MG/ML SOL INJ IV 100ML)  ,87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9495865702629089,spacy
CLORETO DE SODIO (9MG/ML SOL INJ IV 10ML)  ,87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9495865702629089,spacy
CLORETO DE SODIO (9MG/ML SOL INJ IV 500ML),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9495865702629089,spacy
CLORETO DE SODIO (9MG/ML SOL INJ IV 50ML),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9495865702629089,spacy
CLORETO DE SODIO (9MG/ML SOL INJ IV FR SIST FECH 250ML),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9004724621772766,spacy
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 250ML),87195,sorbitol + laurilsulfato de sodio (minilax),0.9399680495262146,spacy
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 500ML),87195,sorbitol + laurilsulfato de sodio (minilax),0.9004834890365601,spacy
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML BABY",83662,"cloreto de sodio 0,9% 250 ml fr sistema fechado",0.940095841884613,spacy
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML JATO FORTE",83662,"cloreto de sodio 0,9% 250 ml fr sistema fechado",0.9296031594276428,spacy
CLORETO DE SODIO+CLORETO DE POTASSIO+CLORETO DE CA INJETAVEL (SOL INJ IV 500ML),87195,sorbitol + laurilsulfato de sodio (minilax),0.8770598769187927,spacy
CLORETO DE SODIO+GLICONATO DE SODIO+ACETATO DE SOD INJETAVEL (SOL INJ IV 500ML ),83939,vacuometro de parede c/ frasco de polipropileno 400ml,0.882203221321106,spacy
CLORETO DE SUXAMETONIO  (500MG  PO INJ IV/IM),86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.8863113522529602,spacy
CLORETO DE SUXAMETONIO (100MG PO LIOFILO INJETAVEL),87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.9636121988296509,spacy
CLOREXIDINA 2%  AQUOSA 100ML,84215,clorexidina degermante 2% 100ml,0.9776607751846313,spacy
"CLORIDRATO DE ALFENTANILA (0,544MG/ML SOLUCAO INJETAVEL 5ML) A1",106342,"faricimabe 120mg/ml sol inj fras 0,24ml vabysmo",0.9547693133354187,spacy
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 100ML),86461,ambroxol 6 mg/ml xpe fr 120 ml adulto,0.9705995321273804,spacy
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 120ML),87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.9608112573623657,spacy
CLORIDRATO DE AMIODARONA (100MG COMPRIMIDO),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.9713042378425598,spacy
CLORIDRATO DE AMIODARONA (200MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9715555310249329,spacy
CLORIDRATO DE AMITRIPTILINA (25MG COMPRIMIDO SIMPLES) (C1),86763,"escitalopram, oxalato de 20 mg com rev",0.9289048314094543,spacy
"CLORIDRATO DE ANEGRELIDA (0,5 MG CAP DURA)",86478,"anagrelida 0,5 mg cap dura agrylin",0.9497063755989075,spacy
"CLORIDRATO DE ASCIMINIBE (40MG COMPRIMIDO) ORAL
",92880,mesilato de osimertinibe 40 mg com rev tagrisso,0.9481565952301025,spacy
CLORIDRATO DE BENDAMUSTINA (100MG PO LIOFILO INJETAVEL IV ),86329,cetoprofeno 100 mg po liof iv fa,0.9112189412117004,spacy
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO P/ SUSPENSAO),86724,divalproato de sodio 250 mg com rev,0.9150111675262451,spacy
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.9469199776649475,spacy
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (250MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9633053541183472,spacy
"CLORIDRATO DE BROMEXINA LIQUIDO (0,8MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87004,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril",0.9372589588165283,spacy
"CLORIDRATO DE BROMEXINA LIQUIDO (1,6MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.9556191563606262,spacy
"CLORIDRATO DE BUPIVACAINA (0,50% SOL INJ EPIDURAL/PERINEURAL FA 20ML)",87249,"tirofibana 0,25 mg/ml sol inj fa 50 ml",0.885123074054718,spacy
CLORIDRATO DE BUPIVACAINA (5MG/ML SOL INJ INTRATECAL AMPOLA 4ML) ,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.9754472970962524,spacy
"CLORIDRATO DE BUPIVACAINA (7,5MG/ML SOL INJ EST FA 20ML) ",86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.9758602380752563,spacy
CLORIDRATO DE BUPIVACAINA INJETAVEL (5+80MG/ML INJ 4ML ),86544,bupivacaina + glicose 5 mg/ml + 80 mg/ml inj amp 4 ml,0.9686094522476196,spacy
CLORIDRATO DE BUPROPIONA SOLIDO (150MG COMPRIMIDO REVESTIDO DE LIBERAÂ¿Â¿O PROLONGADA) ,92912,divalproato de sodio 500 mg com,0.8094305992126465,spacy
CLORIDRATO DE CEFEPIMA (1G PO SOL INJ IM/IV FA),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.906815767288208,spacy
CLORIDRATO DE CEFEPIMA (2 G PO SOL INJ IM/IV FA VD TRANS),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.8495120406150818,spacy
CLORIDRATO DE CEFEPIMA (2G PO SOL INJ IV FA),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.8545241951942444,spacy
CLORIDRATO DE CICLOBENZAPRINA (10MG COMPRIMIDO),104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9759159088134766,spacy
CLORIDRATO DE CICLOBENZAPRINA (5MG COMPRIMIDO),86826,fosfato de ruxolitinibe 5 mg com jakavi,0.974920392036438,spacy
CLORIDRATO DE CIPROFLOXACINO (2MG/ML SOL INFUS IV SIST FECH 100ML) ,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.952213704586029,spacy
"CLORIDRATO DE CIPROFLOXACINO (3,5 MG/ML SOL OFT FR GOTA 5ML)",87252,tobramicina 3 mg/ml sol oft 5 ml,0.97455233335495,spacy
CLORIDRATO DE CIPROFLOXACINO (500MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.978270947933197,spacy
CLORIDRATO DE CIPROFLOXACINO+ HIDROCORTISONA LIQUIDO (2+10MG/ML SUS OTO 5ML),87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml",0.9744030237197876,spacy
CLORIDRATO DE CLOMIPRAMINA (25MG COMPRIMIDO),86825,fosfato de ruxolitinibe 20 mg com jakavi,0.963721513748169,spacy
CLORIDRATO DE CLOMIPRAMINA (25MG CPR REV) (C1),86763,"escitalopram, oxalato de 20 mg com rev",0.9175094366073608,spacy
CLORIDRATO DE CLORPROMAZINA (40MG/ML SOLUCAO ORAL 20ML),83676,gentamicina 40 mg/ml sol inj amp 2ml,0.9596219658851624,spacy
CLORIDRATO DE CLORPROMAZINA (5G/ML SOLUCAO INJETAVEL IM 5ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.9621021151542664,spacy
CLORIDRATO DE DAUNORRUBICINA (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FRASCO-AMPOLA 10ML),83674,"fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril",0.9128411412239075,spacy
CLORIDRATO DE DEXMEDETOMIDINA (100MCG/ML INJETAVEL IV 2ML) C1,114686,nutren control 200ml,0.8828065991401672,spacy
CLORIDRATO DE DILTIAZEM SOLIDO (30MG COMPRIMIDO),86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9569588303565979,spacy
CLORIDRATO DE DILTIAZEM SOLIDO (60MG COMPRIMIDO),86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.9316361546516418,spacy
"CLORIDRATO DE DOBUTAMINA (12,5MG/ML SOLUCAO INJETAVEL IV 20ML)",86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.9674974083900452,spacy
CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL LIQUIDO (25MG/ML SOL OFT 5ML ),100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.9408755302429199,spacy
CLORIDRATO DE DOXICICLINA (100MG COMPRIMIDO),86651,"doxiciclina, cloridrato de 100 mg com rev",0.9790476560592651,spacy
"CLORIDRATO DE DOXORRUBICINA (2MG/ML SUS LIB PROL DIL INFUS IV 10ML)
",86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9320710897445679,spacy
CLORIDRATO DE DOXORRUBICINA (50MG PO LIOFILO SOLUCAO INJETAVEL IV),102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.8614068627357483,spacy
CLORIDRATO DE DULOXETINA (30MG CAPSULA DURA LIBERACAO RETARDA) C1,87402,mesilato de lenvatinibe 10 mg cap dura lenvima,0.9216331839561462,spacy
CLORIDRATO DE DULOXETINA (60MG CAPSULA) C1,86555,"cafeina + orfenadrina, citrato de + paracetamol 50 mg + 35 mg + 450 mg com (dorilax)",0.9114357233047485,spacy
CLORIDRATO DE EPIRRUBICINA (2MG/ML SOL INJ IV FRASCO 25ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9660540819168091,spacy
CLORIDRATO DE ERLOTINIBE  (150MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9799150228500366,spacy
CLORIDRATO DE ERLOTINIBE (100MG COMPRIMIDO),86651,"doxiciclina, cloridrato de 100 mg com rev",0.9705613255500793,spacy
CLORIDRATO DE ESCETAMINA (50MG/ML SOL INJ 10ML) C1,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.9664576053619385,spacy
CLORIDRATO DE ESCETAMINA INJETAVEL ( 50MG/ML INJ 2ML B1),87286,valproato de sodio 50 mg/ml xpe fr 100 ml,0.9741476774215698,spacy
CLORIDRATO DE ESMOLOL (10MG/ML SOLUCAO INJETAVEL IV 10ML),87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml,0.9630562663078308,spacy
CLORIDRATO DE ESMOLOL (10MG/ML SOLUCAO INJETAVEL IV 250ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.9479336738586426,spacy
CLORIDRATO DE ETILEFRINA (10MG/ML SOLUCAO INJETAVEL IV/IM/SC 1ML),86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml,0.9412330389022827,spacy
CLORIDRATO DE FEXOFENADINA (180MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9431725144386292,spacy
"CLORIDRATO DE FINGOLIMODE SOLIDO (0,5MG CAP)",86742,"dutasterida 0,5 mg cap mole",0.9338721632957458,spacy
CLORIDRATO DE FLUOXETINA (20MG CAPSULA) C1,87402,mesilato de lenvatinibe 10 mg cap dura lenvima,0.9171103239059448,spacy
CLORIDRATO DE FLUOXETINA (20MG/ML SOLUCAO ORAL 20ML) C1,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.9631942510604858,spacy
CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.9111821055412292,spacy
CLORIDRATO DE GENCITABINA (200MG PO LIOFILO INJETAVEL FA 10ML),86409,aciclovir 250 mg inj fa,0.9204972982406616,spacy
CLORIDRATO DE GENCITABINA (40MG/ML SOL DIL INFUS IV FA 25ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9493181705474854,spacy
CLORIDRATO DE GENCITABINA (40MG/ML SOL DIL INFUS IV FA 5ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9493181705474854,spacy
CLORIDRATO DE GRANISETRONA (1MG/ML SOLUCAO INJETAVEL IV 1ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9516341090202332,spacy
CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),86329,cetoprofeno 100 mg po liof iv fa,0.8996219635009766,spacy
CLORIDRATO DE IMIPRAMINA (25MG COMPRIMIDO) C1,86763,"escitalopram, oxalato de 20 mg com rev",0.9393401145935059,spacy
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),113040,metilcobalamina 50mg/2ml,0.9716824889183044,spacy
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 40MG/2ML),113040,metilcobalamina 50mg/2ml,0.9759576916694641,spacy
CLORIDRATO DE IRINOTECANO (20MG/ML SOLUCAO INJETAVEL FRASCO-AMPOLA 5ML),115780,propofol 10mg/ml sol inj amp 20ml,0.9724912047386169,spacy
CLORIDRATO DE IRINOTECANO INJETAVEL ( 20MG/ML 2ML),92960,isossorbida 10mg/ml 1ml,0.9673978686332703,spacy
CLORIDRATO DE IRINOTECANO INJETAVEL (100MG SOL IV 5ML OL),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9263917207717896,spacy
CLORIDRATO DE LIDOCAINA INJETAVEL (5% INJ 2ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9722009897232056,spacy
CLORIDRATO DE MEMANTINA SOLIDO (10MG COMPRIMIDO C1 ),104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9467235207557678,spacy
CLORIDRATO DE METFORMINA (500MG CP REV),86683,divalproato de sodio 125 sprinkle mg cap,0.92384272813797,spacy
CLORIDRATO DE METILFENIDATO (10 MG CAP DURA LIB PROL) A3,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.887479305267334,spacy
"CLORIDRATO DE METILFENIDATO (10MG CP) A3
",111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.869994044303894,spacy
"CLORIDRATO DE METILFENIDATO (10MG CPR) A3
",111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.8909680843353271,spacy
CLORIDRATO DE METOCLOPRAMIDA (10MG SOL INJ IMPLANTE OSSEO AMP 2ML),86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,0.9420511722564697,spacy
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO INJETAVEL ( 5MG/ML INJ IV/IM 2ML),86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9504066705703735,spacy
CLORIDRATO DE MIDAZOLAM (5MG/ML SOL INJ IM/IV/RET AMP 3ML) B1,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9455813765525818,spacy
CLORIDRATO DE MIDAZOLAM CP/ 15 MG,107024,fumarato de vonoprazana 20mg,0.9010096192359924,spacy
CLORIDRATO DE MIDAZOLAM INJETAVEL (1MG/ML INJ IV/IM/RET 5ML),86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml,0.9201229810714722,spacy
CLORIDRATO DE MIDAZOLAM INJETAVEL (5MG/ML INJ IV/IM/RET 10ML) B1,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9270400404930115,spacy
CLORIDRATO DE MIDAZOLAM LIQUIDO ( 2MG/ML SOL OR 10ML ) B1,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.9841354489326477,spacy
"CLORIDRATO DE MOXIFLOXACINO INJETAVEL (1,60MG/ML INJ 250ML)",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.9553801417350769,spacy
"CLORIDRATO DE NAFAZOLINA (0,50MG/ML SOL NAS 30ML)",83674,"fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril",0.9203327298164368,spacy
CLORIDRATO DE NALBUFINA (10MG/ML INJ 1ML) A2,92960,isossorbida 10mg/ml 1ml,0.9716473817825317,spacy
"CLORIDRATO DE NALOXONA (0,4MG/ML INJ IV/IM/SC AMP 1ML) C1
",86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp,0.9184414148330688,spacy
"CLORIDRATO DE NALOXONA INJETAVEL (0,4MG/ML SOL INJ 1ML) C1 ",87017,"naloxona 0,4 mg/ml sol inj amp 1 ml",0.9565785527229309,spacy
CLORIDRATO DE NEBIVOLOL,108872,fixador de canula de traqueostomia adulto,0.9035898447036743,spacy
CLORIDRATO DE NORTRIPTILINA (10MG CAP),87402,mesilato de lenvatinibe 10 mg cap dura lenvima,0.963333249092102,spacy
CLORIDRATO DE ONDANSETRONA  (8MG CP ORODISP),86958,mesilato de lenvatinibe 4 mg cap dura lenvima,0.8993411660194397,spacy
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 2ML),86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9533253312110901,spacy
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9533253312110901,spacy
CLORIDRATO DE ONDANSETRONA SOLIDO (4MG CP ORODISP) ORAL,86958,mesilato de lenvatinibe 4 mg cap dura lenvima,0.9067050218582153,spacy
"CLORIDRATO DE OXIBUPROCAINA (0,4% SOL OFT GOT 10ML)",92889,"adalimumabe 40 mg/ 0,4 ml sol inj caneta 0,4 ml humira ac ",0.8486555218696594,spacy
CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9410022497177124,spacy
"CLORIDRATO DE OXIMETAZOLINA (0,25MG/ML SOL NASAL 20ML PEDIATRICO)",87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9628832936286926,spacy
"CLORIDRATO DE OXIMETAZOLINA (0,50MG/ML SOL NASAL 30ML ADULTO)",83674,"fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril",0.9401863813400269,spacy
"CLORIDRATO DE PALONOSETRONA INJETAVEL (0,05MG/ML)",95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.9316192269325256,spacy
CLORIDRATO DE PAPAVERINA (50MG/ML SOL INJ IV/IM AMPOLA 2ML),86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9598472714424133,spacy
CLORIDRATO DE PAROXETINA SOLIDO (20MG COMPRIMIDO) C1,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9393418431282043,spacy
CLORIDRATO DE PAZOPANIBE SOLIDO (200MG CP),86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.926739513874054,spacy
