linha_clinica_global,global_cod_produto,global_desc_produto,global_marca,principio_ativo,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_un,preco_unimed_vl_medio_r_un,unimed_abc,unimed_prev_mes_rs,gap_pct_ultimo_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,depara_origem,depara_confianca,fonte_preco_global,fonte_preco_unimed
ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,2199,IPSILON 200MG/ML(4G) INJ IV 20ML,ZYDUS,ACIDO EPSILON AMINOCAPROICO,1,24.5,24.5,24.5,24.5,24.5,2025-08-27,86417,acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),Frasco Ampola,29.03,C,3689.713,-15.6,-4.53,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DASATINIBE MONOIDRATADO,5651,ZEVUXA 20MG CP,EMS ONCO,DASATINIBE MONOIDRATADO,1,38.249833,38.249833,38.249833,38.249833,38.249833,2026-01-15,111044,dasatinibe monoidratado 20 mg com rev generico,dasatinibe monoidratado 20 mg com rev generico,Comprimido,60.0,C,3600.0,-36.3,-21.7502,llm,0.7,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DASATINIBE MONOIDRATADO,5652,ZEVUXA 100MG CX C/ 30 CP,EMS ONCO,DASATINIBE MONOIDRATADO,1,174.737333,174.737333,174.737333,174.737333,174.737333,2026-01-15,111044,dasatinibe monoidratado 20 mg com rev generico,dasatinibe monoidratado 20 mg com rev generico,Comprimido,60.0,C,3600.0,191.2,114.7373,llm,0.7,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
" DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",3304,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML ",EUROFARMA,FOSFATO DISSODICO DE DEXAMETASONA,1,2.2,2.2,2.2,2.2,2.2,2023-01-27,83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml","dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",Ampola,0.79,C,3565.5070000000005,178.5,1.41,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
" DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",1010,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML",FARMACE,FOSFATO DISSODICO DE DEXAMETASONA,1,0.75,0.75,0.75,0.75,0.75,2025-12-30,83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml","dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",Ampola,0.79,C,3565.5070000000005,-5.1,-0.04,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
" DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",445,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML",HYPOFARMA,FOSFATO DISSODICO DE DEXAMETASONA,1,0.8,0.8,0.8,0.8,0.8,2025-03-17,83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml","dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",Ampola,0.79,C,3565.5070000000005,1.3,0.01,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
" DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",273,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML VP",TEUTO,FOSFATO DISSODICO DE DEXAMETASONA,1,0.75,0.75,0.75,0.75,0.75,2025-05-13,83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml","dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",Ampola,0.79,C,3565.5070000000005,-5.1,-0.04,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"EVEROLIMO (2,5MG COMPRIMIDO)",2454,"AFINITOR 2,5 MG CP",NOVARTIS,EVEROLIMO,1,113.933367,113.933367,113.933367,113.933367,113.933367,2024-12-11,87388,"everolimo 2,5 mg com afinitor","everolimo 2,5 mg com afinitor",Comprimido,117.98,C,3539.4,-3.4,-4.0466,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),1294,VANCOMICINA 500MG PO SOL INJ IV,BLAU,CLORIDRATO DE VANCOMICINA,1,4.375,4.375,4.375,4.375,4.375,2025-04-08,87293,vancomicina 500 mg po liof inj fa,vancomicina 500 mg po liof inj fa,Frasco Ampola,4.96,C,3498.7839999999997,-11.8,-0.585,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),4685,VANCOMICINA 500MG PO SOL INJ IV,BLAU,CLORIDRATO DE VANCOMICINA,1,4.55,4.55,4.55,4.55,4.55,2026-04-29,87293,vancomicina 500 mg po liof inj fa,vancomicina 500 mg po liof inj fa,Frasco Ampola,4.96,C,3498.7839999999997,-8.3,-0.41,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),433,NOVAMICIN 500MG PO LIOF INJ IV,NOVAFARMA,CLORIDRATO DE VANCOMICINA,1,4.15,4.15,4.15,4.15,4.15,2022-08-05,87293,vancomicina 500 mg po liof inj fa,vancomicina 500 mg po liof inj fa,Frasco Ampola,4.96,C,3498.7839999999997,-16.3,-0.81,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),3664,VANCOMICINA 500MG PO LIOF INJ IV VP,TEUTO,CLORIDRATO DE VANCOMICINA,1,4.4,4.4,4.4,4.4,4.4,2026-04-15,87293,vancomicina 500 mg po liof inj fa,vancomicina 500 mg po liof inj fa,Frasco Ampola,4.96,C,3498.7839999999997,-11.3,-0.56,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),989,NAUSEDRON 2MG/ML SOL INJ IV/IM 4ML VP,CRISTALIA,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,0.98,0.98,0.98,0.98,0.98,2024-04-30,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,4.3,0.04,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),4440,NAUSEDRON 2MG/ML SOL INJ IV/IM 4ML,CRISTALIA,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,1.02,1.02,1.02,1.02,1.02,2025-10-14,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,8.5,0.08,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),5861,ONDRAU 8MG COMP ORODISPERS C/10,GEOLAB,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,0.35,0.35,0.35,0.35,0.35,2026-03-12,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,-62.8,-0.59,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),5862,ONDRAU 4MG COMP ORODISPERS  C/10,GEOLAB,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,0.28,0.28,0.28,0.28,0.28,2026-03-12,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,-70.2,-0.66,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),3770,ONDANSETRONA 2MG/ML SOL INJ IV/IM 4ML VP,HIPOLABOR,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,0.91,0.91,0.91,0.91,0.91,2025-12-23,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,-3.2,-0.03,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),1325,ONDANSETRONA 2MG/ML SOL INJ IV/IM 4ML VP,HYPOFARMA,CLORIDRATO DE ONDANSETRONA DI-HIDRATADO,1,1.1,1.1,1.1,1.1,1.1,2024-10-02,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,ondansetrona 2 mg/ml sol inj 4 ml amp,Ampola,0.94,C,3396.032,17.0,0.16,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (80MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,8ML)",2664,"HEPAXANE 80MG INJ IV/SC 0,8ML C/DISP",BIOMM,ENOXAPARINA SODICA,1,21.997143,21.997143,21.997143,21.997143,21.997143,2022-12-21,86755,"enoxaparina sodica 80 mg sol inj ser 0,8 ml","enoxaparina sodica 80 mg sol inj ser 0,8 ml",Seringa,25.03,C,3301.4570000000003,-12.1,-3.0329,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (80MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,8ML)",4038,"NOXX 80MG SOL INJ IV/SC 0,8ML C/DISP",BLAU,ENOXAPARINA SODICA,1,22.555,22.555,22.555,22.555,22.555,2025-08-29,86755,"enoxaparina sodica 80 mg sol inj ser 0,8 ml","enoxaparina sodica 80 mg sol inj ser 0,8 ml",Seringa,25.03,C,3301.4570000000003,-9.9,-2.475,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (80MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,8ML)",94,"HEPARINOX 80MG INJ IV/SC 0,8ML C/DISP VP",CRISTALIA,ENOXAPARINA SODICA,1,17.9,17.9,17.9,17.9,17.9,2024-11-06,86755,"enoxaparina sodica 80 mg sol inj ser 0,8 ml","enoxaparina sodica 80 mg sol inj ser 0,8 ml",Seringa,25.03,C,3301.4570000000003,-28.5,-7.13,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (80MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,8ML)",1077,"VERSA 80MG INJ IV/SC 0,8ML C/DISP",EUROFARMA,ENOXAPARINA SODICA,1,40.0,40.0,40.0,40.0,40.0,2023-01-25,86755,"enoxaparina sodica 80 mg sol inj ser 0,8 ml","enoxaparina sodica 80 mg sol inj ser 0,8 ml",Seringa,25.03,C,3301.4570000000003,59.8,14.97,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (80MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,8ML)",4043,"HEPTRIS 80MG INJ IV/SC 0,8ML C/DISP",MYLAN,ENOXAPARINA SODICA,1,23.0,23.0,23.0,23.0,23.0,2023-08-09,86755,"enoxaparina sodica 80 mg sol inj ser 0,8 ml","enoxaparina sodica 80 mg sol inj ser 0,8 ml",Seringa,25.03,C,3301.4570000000003,-8.1,-2.03,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,3630,REGRAIR 100MCG/DOSE SUS AER 200 DOSES VP,GLAXOSMITHKLINE,SULFATO DE SALBUTAMOL,1,8.419761,8.419761,8.419761,8.419761,8.419761,2022-11-28,83691,salbutamol 100 mcg/dose sus aer inal or fr ,salbutamol 100 mcg/dose sus aer inal or fr ,Frasco,10.56,C,3273.6000000000004,-20.3,-2.1402,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,483,AEROLIN 100MCG/DOSE SUS AER 200 DOSES VP,GSK,SULFATO DE SALBUTAMOL,1,16.68148,16.68148,16.68148,16.68148,16.68148,2023-10-26,83691,salbutamol 100 mcg/dose sus aer inal or fr ,salbutamol 100 mcg/dose sus aer inal or fr ,Frasco,10.56,C,3273.6000000000004,58.0,6.1215,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,4696,AEROLIN 5MG/ML SOL P/NEBUL 10ML,GSK,SULFATO DE SALBUTAMOL,1,14.744,14.744,14.744,14.744,14.744,2024-08-22,83691,salbutamol 100 mcg/dose sus aer inal or fr ,salbutamol 100 mcg/dose sus aer inal or fr ,Frasco,10.56,C,3273.6000000000004,39.6,4.184,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,4692,AEROFRIN SPRAY AER 100MCG/DOSE COM 200,PHARMASCIENCE ,SULFATO DE SALBUTAMOL,1,10.99,10.99,10.99,10.99,10.99,2025-01-08,83691,salbutamol 100 mcg/dose sus aer inal or fr ,salbutamol 100 mcg/dose sus aer inal or fr ,Frasco,10.56,C,3273.6000000000004,4.1,0.43,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,3671,AERODINI 100MCG/DOSE AER 200 DOSES VP,TEUTO,SULFATO DE SALBUTAMOL,1,8.5,8.5,8.5,8.5,8.5,2026-03-30,83691,salbutamol 100 mcg/dose sus aer inal or fr ,salbutamol 100 mcg/dose sus aer inal or fr ,Frasco,10.56,C,3273.6000000000004,-19.5,-2.06,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML AZUL)",3068,"RIOHEX(CLOREXIDINA0,5% ALCOOLICA)100ML",RIOQUIMICA,DIGLICONATO DE CLOREXIDINA,1,2.2,2.2,2.2,2.2,2.2,2024-05-03,84212,"clorexidina alcoolica 0,5% 100ml","clorexidina alcoolica 0,5% 100ml",Frasco,1.73,A,3172.4739999999997,27.2,0.47,fuzzy_alta,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML AZUL)",3069,"RIOHEX(CLOREXIDINA0,5% ALCOOL)100ML AZUL",RIOQUIMICA,DIGLICONATO DE CLOREXIDINA,1,2.4,2.4,2.4,2.4,2.4,2024-05-03,84212,"clorexidina alcoolica 0,5% 100ml","clorexidina alcoolica 0,5% 100ml",Frasco,1.73,A,3172.4739999999997,38.7,0.67,fuzzy_alta,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML)",4660,"CHLORCLEAR CLOREXIDINA 0,5% AL.100ML A",VIC PHARMA,DIGLICONATO DE CLOREXIDINA,1,1.78,1.78,1.78,1.78,1.78,2025-02-07,84212,"clorexidina alcoolica 0,5% 100ml","clorexidina alcoolica 0,5% 100ml",Frasco,1.73,A,3172.4739999999997,2.9,0.05,fuzzy_alta,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),4243,TROMETAMOL 30MG/ML SOL INJ IM/IV 1ML,BLAU,TROMETAMOL CETOROLACO,1,2.388,2.388,2.388,2.388,2.388,2025-12-22,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,Ampola,2.05,C,3159.6649999999995,16.5,0.338,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),1004,TORAGESIC 30 MG/ML INJ 1 ML,EMS,TROMETAMOL CETOROLACO,1,2.7,2.7,2.7,2.7,2.7,2025-08-07,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,Ampola,2.05,C,3159.6649999999995,31.7,0.65,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),3851,TORAGESIC 30 MG/ML INJ 1 ML VP,EMS,TROMETAMOL CETOROLACO,1,2.640097,2.640097,2.640097,2.640097,2.640097,2023-03-27,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,Ampola,2.05,C,3159.6649999999995,28.8,0.5901,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),5191,TROMETAMOL 30MG/ML SOL INJ IM/IV 1ML,HIPOLABOR,TROMETAMOL CETOROLACO,1,2.4,2.4,2.4,2.4,2.4,2025-09-16,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,Ampola,2.05,C,3159.6649999999995,17.1,0.35,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),307,CETROLAC 30 MG/ML INJ 1 ML,UNIAO QUIMICA,TROMETAMOL CETOROLACO,1,6.0,6.0,6.0,6.0,6.0,2023-01-04,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,Ampola,2.05,C,3159.6649999999995,192.7,3.95,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ATADURA DE CREPOM 15 X 1,8M 13 F ECOMAX",4632,"ATADURA CREPOM 15 X 1,8M 13F ECOMAX",ECOMAX ,PRODUTOS PARA SAUDE,1,0.5725,0.5725,0.5725,0.5725,0.5725,2026-02-11,87457,atadura crepom 15x180cm não estéril - embalagem individual,atadura crepom 15x180cm não estéril - embalagem individual,Rolo,1.89,A,3101.49,-69.7,-1.3175,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LIDOCAINA (2% SOLUCAO INJETAVEL 20ML S/V),10,XYLESTESIN 2% INJ 20ML S/VASO VP,CRISTALIA,CLORIDRATO DE LIDOCAINA,1,8.15,8.15,8.15,8.15,8.15,2025-09-10,86932,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,Frasco Ampola,8.87,C,3037.975,-8.1,-0.72,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LIDOCAINA (2% SOLUCAO INJETAVEL 20ML S/V),2549,LIDOCAINA 2% INJ 20ML S/VASO,HIPOLABOR,CLORIDRATO DE LIDOCAINA,1,3.7,3.7,3.7,3.7,3.7,2025-10-13,86932,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,Frasco Ampola,8.87,C,3037.975,-58.3,-5.17,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LIDOCAINA (2% SOLUCAO INJETAVEL 20ML S/V),1314,LIDOCAINA 2% INJ 20ML S/VASO VP,HYPOFARMA,CLORIDRATO DE LIDOCAINA,1,3.49,3.49,3.49,3.49,3.49,2025-07-09,86932,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,Frasco Ampola,8.87,C,3037.975,-60.7,-5.38,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LIDOCAINA (2% SOLUCAO INJETAVEL 20ML S/V),303,LIDOJET 2% INJ 20ML S/VASO,UNIAO QUIMICA,LIDOCAINA,1,6.25,6.25,6.25,6.25,6.25,2023-01-19,86932,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,lidocaina 2% (20 mg/ml) sem vaso inj fa 20 ml embalagem esteril,Frasco Ampola,8.87,C,3037.975,-29.5,-2.62,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ESCETAMINA (50MG/ML SOL INJ 10ML) C1,1000,KETAMIN 50MG/ML INJ IV/IM 10ML (B1) VP,CRISTALIA,CLORIDRATO DE ESCETAMINA,1,67.0,67.0,67.0,67.0,67.0,2025-02-27,86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)","escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",Frasco Ampola,60.32,C,2979.808,11.1,6.68,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA (100MG PO LIOFILO PARA SOLUCAO INJETAVEL IV/IM),201,HIDROCORTISONA 100 MG PO INJ IV/IM,BLAU,SUCCINATO SODICO DE HIDROCORTISONA,1,2.456,2.456,2.456,2.456,2.456,2025-09-18,86619,hidrocortisona 100 mg po liof inj fa,hidrocortisona 100 mg po liof inj fa,Frasco Ampola,2.61,C,2960.0009999999997,-5.9,-0.154,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA (100MG PO LIOFILO PARA SOLUCAO INJETAVEL IV/IM),2597,ARISCORTEN 100 MG PO INJ IV/IM,BLAU,SUCCINATO SODICO DE HIDROCORTISONA,1,2.5,2.5,2.5,2.5,2.5,2023-12-08,86619,hidrocortisona 100 mg po liof inj fa,hidrocortisona 100 mg po liof inj fa,Frasco Ampola,2.61,C,2960.0009999999997,-4.2,-0.11,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA (100MG PO LIOFILO PARA SOLUCAO INJETAVEL IV/IM),424,GLIOCORT 100 MG PO LIOF INJ IV/IM,FRESENIUS,SUCCINATO SODICO DE HIDROCORTISONA,1,3.2,3.2,3.2,3.2,3.2,2022-12-15,86619,hidrocortisona 100 mg po liof inj fa,hidrocortisona 100 mg po liof inj fa,Frasco Ampola,2.61,C,2960.0009999999997,22.6,0.59,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA (100MG PO LIOFILO PARA SOLUCAO INJETAVEL IV/IM),1824,ANDROCORTIL 100 MG PO LIOF INJ IV/IM VP,TEUTO,SUCCINATO SODICO DE HIDROCORTISONA,1,2.4,2.4,2.4,2.4,2.4,2026-03-26,86619,hidrocortisona 100 mg po liof inj fa,hidrocortisona 100 mg po liof inj fa,Frasco Ampola,2.61,C,2960.0009999999997,-8.0,-0.21,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCORTISONA (100MG PO LIOFILO PARA SOLUCAO INJETAVEL IV/IM),1449,CORTISONAL 100 MG PO INJ IV/IM,UNIAO QUIMICA,SUCCINATO SODICO DE HIDROCORTISONA,1,3.4,3.4,3.4,3.4,3.4,2023-04-20,86619,hidrocortisona 100 mg po liof inj fa,hidrocortisona 100 mg po liof inj fa,Frasco Ampola,2.61,C,2960.0009999999997,30.3,0.79,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PALBOCICLIBE (100MG CAP DURA),5130,CYDIKRYZ 100 MG CAP DURA C/21,DR REDDYS,PALBOCICLIBE,1,323.809524,323.809524,323.809524,323.809524,323.809524,2025-05-05,87401,palbociclibe 100 mg cap dura ibrance,palbociclibe 100 mg cap dura ibrance,Cápsula,311.66,C,2945.187,3.9,12.1495,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),3049,CIPROFLOXACINO 2MG/ML INJ IV 200ML BS,EUROFARMA,CIPROFLOXACINO,1,28.571429,28.571429,28.571429,28.571429,28.571429,2023-04-10,86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,ciprofloxacino 2 mg/ml sol inj bols 200 ml,Bolsa,21.95,C,2908.375,30.2,6.6214,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),2043,CIPROFLOXACINO 2MG/ML INJ IV 200ML BS,HALEX ISTAR,CIPROFLOXACINO,1,16.0,16.0,16.0,16.0,16.0,2025-12-04,86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,ciprofloxacino 2 mg/ml sol inj bols 200 ml,Bolsa,21.95,C,2908.375,-27.1,-5.95,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),4015,CIPROFLOXACINO 2MG/ML INJ IV 200ML BS,HALEX ISTAR,CIPROFLOXACINO,1,28.0,28.0,28.0,28.0,28.0,2023-04-20,86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,ciprofloxacino 2 mg/ml sol inj bols 200 ml,Bolsa,21.95,C,2908.375,27.6,6.05,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
