NUM_NOTA,DT_EMISSAO_NOTA,DT_ENTRADA,COD_PRODUTO,DESCRICAO_PRODUTO,MARCA,PRINCIPIO_ATIVO,LINHA_PRODUTO,CUSTO_ENTRADA,QT_ENTRADA,QT_ESTOQUE_ANTERIOR,CUSTO_MED_ANTERIOR,COD_FORNECEDOR,RAZAO_SOCIAL
58680,2022-12-06,2022-12-15,2875,TUBO COLETA SANGUE VACUO EDTA 4ML,CRAL,PRODUTOS PARA SAUDE,ADAPTADOR P/ AGULHA COLETA A VACUO,0.4031,1200,0,0.36,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
450358,2025-10-31,2025-11-06,4864,LOWE 3MG/ML SOL INJ IV 2ML,HALEX ISTAR,ADENOSINA,ADENOSINA (3MG/ML SOL INJ IV 2ML),8.0,300,120,9.5,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
142347,2025-12-19,2025-12-23,364,ADENOSINA 3MG/ML SOL INJ IV 2ML,HIPOLABOR,ADENOSINA,ADENOSINA (3MG/ML SOL INJ IV 2ML),8.4,1600,0,8.0,681,HIPOLABOR FARMACEUTICA LTDA
55379,2025-03-24,2025-04-04,5186,VALDOXAN 25MG CP (C1),SERVIER,AGOMELATINA,AGOMELATINA (25MG COMPRIMIDO REVESTIDO),4.003452,336,0,0.0,1224,LABORATORIOS SERVIER DO BRASIL LTDA
440929,2025-09-30,2025-10-06,5429,AGUA PARA INJECAO INJ IV 100ML,FARMARIN,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO  (IV 100ML)
",2.8,240,2645,2.8,1161,FARMARIN INDUSTRIA E COMERCIO LTDA
348049,2025-08-29,2025-09-09,4354,AGUA PARA INJECAO INJ IV 100ML,FARMACE,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO  (IV 100ML)
",2.75,17040,0,3.4,157,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
403648,2024-10-25,2024-11-18,3224,AGUA PARA INJECAO INJ IV 100ML,FARMARIN,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO  (IV 100ML)
",3.0,3216,0,3.0,1161,FARMARIN INDUSTRIA E COMERCIO LTDA
94474,2024-01-03,2024-01-10,434,AGUA PARA INJECAO INJ IV 100ML,FRESENIUS,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO  (IV 100ML)
",3.3,3200,80,3.5,1079,FRESENIUS KABI BRASIL
99316,2025-10-31,2025-11-21,2016,AGUA PARA INJECAO INJ IV 10ML,HALEX ISTAR,AGUA PARA INJETAVEIS,AGUA PARA INJECAO  (IV 10ML),0.18,58200,0,0.0,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
132061,2026-02-28,2026-03-09,386,AGUA PARA INJECAO INJ IV 10ML,EQUIPLEX,AGUA PARA INJETAVEIS,AGUA PARA INJECAO  (IV 10ML),0.12,110400,187800,0.12,502,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA
353265,2025-12-17,2025-12-30,1011,AGUA PARA INJECAO INJ IV 10ML,FARMACE,AGUA PARA INJETAVEIS,AGUA PARA INJECAO  (IV 10ML),0.14,76800,3200,0.15,157,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
37067,2024-05-14,2024-05-27,1073,AGUA PARA INJECAO INJ IV 10ML,SAMTEC,AGUA PARA INJETAVEIS,AGUA PARA INJECAO  (IV 10ML),0.209,54600,98400,0.21,719,SAMTEC BIOTECNOLOGIA LTDA
425915,2025-05-21,2025-05-28,3222,AGUA PARA INJECAO INJ IV 10ML,FARMARIN,AGUA PARA INJETAVEIS,AGUA PARA INJECAO  (IV 10ML),0.16,62000,133200,0.16,1161,FARMARIN INDUSTRIA E COMERCIO LTDA
392667,2023-05-31,2023-06-19,2183,AGUA PARA INJECAO INJ IV 1000ML,HALEX ISTAR,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO (IV 1000ML)
",8.11,1050,0,5.22,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
98269,2024-02-29,2024-03-11,432,AGUA PARA INJECAO INJ IV 1000ML,FRESENIUS,AGUA PARA INJETAVEIS,"AGUA PARA INJECAO (IV 1000ML)
",6.3,352,32,6.4,1079,FRESENIUS KABI BRASIL
263460,2025-09-30,2025-10-06,5405,AGUA PARA INJECAO INJ IV 250ML,JP INDUSTRIA,AGUA PARA INJETAVEIS,AGUA PARA INJECAO (IV 250ML),3.06,2030,0,0.0,314,JP INDUSTRIA FARMACEUTICA S/A
98269,2024-02-29,2024-03-11,1341,AGUA PARA INJECAO INJ IV 250ML,FRESENIUS,AGUA PARA INJETAVEIS,AGUA PARA INJECAO (IV 250ML),3.5,3024,336,3.5,722,FRESENIUS KABI BRASIL LTDA.
263460,2025-09-30,2025-10-06,5406,AGUA PARA INJ INJ IV 500ML CX C/ 20 BS,JP INDUSTRIA,AGUA PARA INJETAVEIS,AGUA PARA INJECAO (IV 500 ML),3.95,1420,580,4.14,314,JP INDUSTRIA FARMACEUTICA S/A
440929,2025-09-30,2025-10-06,3223,AGUA PARA INJECAO INJ IV 500ML,FARMARIN,AGUA PARA INJETAVEIS,AGUA PARA INJECAO (IV 500 ML),4.4,2992,6057,4.4,1161,FARMARIN INDUSTRIA E COMERCIO LTDA
98269,2024-02-29,2024-03-11,1346,AGUA PARA INJECAO INJ IV 500ML,FRESENIUS,AGUA PARA INJETAVEIS,AGUA PARA INJECAO (IV 500 ML),4.2,1110,3300,4.2,722,FRESENIUS KABI BRASIL LTDA.
86769,2023-01-09,2023-01-19,2017,AGUA PARA INJECAO INJ IV 20ML,HALEX ISTAR,AGUA PARA INJETAVEIS,AGUA PARA INJE¿¿O  (IV 20ML),0.65,13000,5000,0.65,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
40517,2026-03-24,2026-04-01,2624,AGUA PARA INJECAO INJ IV 20ML,SAMTEC,AGUA PARA INJETAVEIS,AGUA PARA INJE¿¿O  (IV 20ML),0.61,5000,0,0.62,719,SAMTEC BIOTECNOLOGIA LTDA
86683,2024-10-22,2024-11-26,3982,AGULHA ASPIRA 25X12 TRIFACETADO,SR,PRODUTOS PARA SAUDE,AGULHA ASPIRA 25X12 TRIFACETADO,0.07,80000,0,0.07,168,SALDANHA RODRIGUES LTDA
72956,2023-03-07,2023-04-04,2623,"AGULHA DESC 13X3,0 ",SR,PRODUTOS PARA SAUDE,"AGULHA DESC 13X3,0",0.11,5000,300,0.15,168,SALDANHA RODRIGUES LTDA
130706,2023-08-02,2023-08-10,4139,"AGULHA DESC 13X4,5 ",SOLIDOR,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5",0.04968,50000,0,0.0,569,LABOR IMPORT COMERCIAL IMP EXP LTDA
12110,2023-08-15,2023-08-25,4304,"AGULHA DESC 13X4,5 ",TKL,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5",0.04536,50000,0,0.0,353,TKL BRASIL IMPORTADORA E EXP. PROD. MED. HOSP. LTDA
90704,2025-05-19,2025-06-02,2304,"AGULHA DESC 13X4,5 ",SR,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5",0.06,50000,0,0.05,168,SALDANHA RODRIGUES LTDA
427189,2025-05-08,2025-05-20,911,"AGULHA DESC 13X4,5 ",DESCARPACK,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5",0.058294,10000,20000,0.06,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
159950,2026-02-07,2026-02-11,663,"AGULHA DESC 13X4,5",INJEX,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5",0.062964,100000,0,0.08,213,INJEX INDUSTRIAS CIRURGICAS LTDA
9891,2024-02-16,2024-03-05,4517,"AGULHA DESC 13X4,5 C/DISP SEG",VENPER,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5 C/DISP SEG",0.165,20000,0,0.0,1719,PURAH MEDICAL & CO LTDA
92308,2025-08-18,2025-09-10,823,"AGULHA DESC 13X4,5 C/DISP SEG",SR,PRODUTOS PARA SAUDE,"AGULHA DESC 13X4,5 C/DISP SEG",0.17,100,10200,0.17,168,SALDANHA RODRIGUES LTDA
99123,2022-07-19,2022-08-12,1630,"AGULHA DESC 20X5,5 C/DISP SEG ",LABOR IMPORT,PRODUTOS PARA SAUDE,"AGULHA DESC 20X5,5 C/DISP SEG",0.269319,10000,0,0.27,569,LABOR IMPORT COMERCIAL IMP EXP LTDA
99123,2022-07-19,2022-08-12,815,AGULHA DESC 25X06 C/DISP SEG,LABOR IMPORT,PRODUTOS PARA SAUDE,AGULHA DESC 25X06 C/DISP SEG,0.26932,10000,0,0.27,569,LABOR IMPORT COMERCIAL IMP EXP LTDA
13019,2023-11-28,2023-12-07,4305,AGULHA DESC 25X07,TKL,PRODUTOS PARA SAUDE,AGULHA DESC 25X07,0.03888,50000,0,0.04,353,TKL BRASIL IMPORTADORA E EXP. PROD. MED. HOSP. LTDA
159950,2026-02-07,2026-02-11,662,AGULHA DESC 25X07,INJEX,PRODUTOS PARA SAUDE,AGULHA DESC 25X07,0.062964,222000,62800,0.06,213,INJEX INDUSTRIAS CIRURGICAS LTDA
91050,2025-06-10,2025-07-03,1629,AGULHA DESC 25X07,SR,PRODUTOS PARA SAUDE,AGULHA DESC 25X07,0.06,50000,0,0.06,168,SALDANHA RODRIGUES LTDA
384868,2024-04-24,2024-05-15,1543,AGULHA DESC 25X07,DESCARPACK,PRODUTOS PARA SAUDE,AGULHA DESC 25X07,0.04441,10000,88500,0.04,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
91425,2025-07-02,2025-08-11,825,AGULHA DESC 25X07 C/DISP SEG,SR,PRODUTOS PARA SAUDE,AGULHA DESC 25X07 C/DISP SEG,0.17,50000,0,0.17,168,SALDANHA RODRIGUES LTDA
420565,2025-02-28,2025-03-13,1005,AGULHA DESC 25X08 ,DESCARPACK,PRODUTOS PARA SAUDE,AGULHA DESC 25X08,0.058294,100000,0,0.06,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
159950,2026-02-07,2026-02-11,2335,AGULHA DESC 25X08,INJEX,PRODUTOS PARA SAUDE,AGULHA DESC 25X08,0.062964,80000,0,0.06,213,INJEX INDUSTRIAS CIRURGICAS LTDA
89777,2025-03-31,2025-05-02,1626,AGULHA DESC 25X08,SR,PRODUTOS PARA SAUDE,AGULHA DESC 25X08,0.06,100000,0,0.06,168,SALDANHA RODRIGUES LTDA
88835,2025-02-15,2025-03-19,971,AGULHA DESC 25X08 C/DISP SEG,SR,PRODUTOS PARA SAUDE,AGULHA DESC 25X08 C/DISP SEG,0.17,50000,0,0.23,168,SALDANHA RODRIGUES LTDA
8761,2023-10-31,2023-11-07,4403,AGULHA DESC 25X08 C/DISP SEG,VENPER,PRODUTOS PARA SAUDE,AGULHA DESC 25X08 C/DISP SEG,0.165,18000,2000,0.17,1719,PURAH MEDICAL & CO LTDA
9890,2024-02-16,2024-03-05,4483,AGULHA DESC 25X08 C/DISP SEG,VENPER,PRODUTOS PARA SAUDE,AGULHA DESC 25X08 C/DISP SEG,0.165,2000,99900,0.17,1719,PURAH MEDICAL & CO LTDA
400928,2024-08-29,2024-09-13,1006,AGULHA DESC 30X07,DESCARPACK,PRODUTOS PARA SAUDE,AGULHA DESC 30X07,0.050418,50000,0,0.05,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
185234,2025-02-03,2025-02-14,5114,AGULHA DESC 30X07,MEDIX,PRODUTOS PARA SAUDE,AGULHA DESC 30X07,0.060437,50000,0,0.06,309,MEDIX BRASIL PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA - ME
8730,2023-10-27,2023-11-01,4404,AGULHA DESC 30X07 C/DISP SEG,VENPER,PRODUTOS PARA SAUDE,AGULHA DESC 30X07 C/DISP SEG,0.165,30000,0,0.0,1719,PURAH MEDICAL & CO LTDA
87506,2024-12-09,2024-12-17,970,AGULHA DESC 30X07 C/DISP SEG,SR,PRODUTOS PARA SAUDE,AGULHA DESC 30X07 C/DISP SEG,0.18,50000,13800,0.18,168,SALDANHA RODRIGUES LTDA
159950,2026-02-07,2026-02-11,676,AGULHA DESC 30X08,INJEX,PRODUTOS PARA SAUDE,AGULHA DESC 30X08,0.062964,50000,0,0.0,213,INJEX INDUSTRIAS CIRURGICAS LTDA
185234,2025-02-03,2025-02-14,5115,AGULHA DESC 30X08,MEDIX,PRODUTOS PARA SAUDE,AGULHA DESC 30X08,0.060437,50000,0,0.06,309,MEDIX BRASIL PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA - ME
407658,2024-10-29,2024-11-18,632,AGULHA DESC 30X08,DESCARPACK,PRODUTOS PARA SAUDE,AGULHA DESC 30X08,0.056016,10000,0,0.06,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
72319,2023-01-26,2023-03-09,2301,AGULHA DESC 30X08 C/DISP SEG,SR,PRODUTOS PARA SAUDE,AGULHA DESC 30X08 C/DISP SEG,0.24,3000,100,0.24,168,SALDANHA RODRIGUES LTDA
91914,2025-07-31,2025-08-25,1627,AGULHA DESC 40X12,SR,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.0595,220000,1480000,0.06,168,SALDANHA RODRIGUES LTDA
13067,2023-12-01,2023-12-13,3617,AGULHA DESC 40X12,TKL,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.04536,130000,1900,0.05,1126,TKL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALAR
392677,2024-06-27,2024-07-12,602,AGULHA DESC 40X12,DESCARPACK,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.058262,200000,1000,0.05,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
128116,2023-07-14,2023-07-19,4134,AGULHA DESC 40X12,SOLIDOR,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.054,120000,0,0.05,569,LABOR IMPORT COMERCIAL IMP EXP LTDA
159950,2026-02-07,2026-02-11,2338,AGULHA DESC 40X12,INJEX,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.069833,160000,300,0.07,213,INJEX INDUSTRIAS CIRURGICAS LTDA
149859,2024-05-22,2024-06-03,4675,AGULHA DESC 40X12,MEDIX,PRODUTOS PARA SAUDE,AGULHA DESC 40X12,0.05376,200000,0,0.0,866,MEDIX BRASIL PROD HOSP E ODONTOLOGICOS LTDA
9516,2024-01-12,2024-01-12,4482,AGULHA DESC 40X12 C/DISP SEG,VENPER,PRODUTOS PARA SAUDE,AGULHA DESC 40X12 C/DISP SEG,0.165,300000,0,0.0,1719,PURAH MEDICAL & CO LTDA
8779,2023-11-03,2023-11-08,4402,AGULHA DESC 40X12 C/DISP SEG,VENPER,PRODUTOS PARA SAUDE,AGULHA DESC 40X12 C/DISP SEG,0.165,200000,62600,0.17,1719,PURAH MEDICAL & CO LTDA
94954,2026-02-16,2026-03-04,826,AGULHA DESC 40X12 C/DISP SEG,SR,PRODUTOS PARA SAUDE,AGULHA DESC 40X12 C/DISP SEG,0.1989,21000,0,0.17,168,SALDANHA RODRIGUES LTDA
202228,2026-02-26,2026-03-06,2433,AGULHA P/RAQUI TIPO QUINCKE 25GX3 1/2,PROCARE,PRODUTOS PARA SAUDE,AGULHA P/RAQUI TIPO QUINCKE 25GX3 1/2,2.947743,3000,0,3.24,846,LABOR IMPORT COMERCIAL IMP EXP LTDA
106445,2022-10-03,2022-10-10,3332,AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,PROCARE,PRODUTOS PARA SAUDE,AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,3.546596,2500,0,0.0,846,LABOR IMPORT COMERCIAL IMP EXP LTDA
204575,2026-03-30,2026-04-20,2432,AGULHA P/RAQUI TIPO QUINCKE 27GX3 1/2,PROCARE,PRODUTOS PARA SAUDE,AGULHA P/RAQUI TIPO QUINCKE 27GX3 1/2,3.203105,2000,125,3.33,846,LABOR IMPORT COMERCIAL IMP EXP LTDA
1431843,2025-08-14,2025-08-21,5071,ALBENDAZOL 400MG CP MASTIGAVEL,PRATI DONADUZZI,ALBENDAZOL,ALBENDAZOL (400MG CP MASTIGAVEL),0.330008,4800,0,0.36,156,"PRATI, DONADUZZI & CIA LTDA"
1445426,2025-09-16,2025-09-23,5077,ALBENDAZOL 40MG/ML SUS OR 10ML,PRATI DONADUZZI,ALBENDAZOL,ALBENDAZOL 40MG/ML SUS OR 10ML ,1.0,200,0,1.0,156,"PRATI, DONADUZZI & CIA LTDA"
6603989,2026-05-19,2026-05-21,5880,ALBENDAZOL 40MG/ML SUS OR 10ML,GEOLAB,ALBENDAZOL,ALBENDAZOL 40MG/ML SUS OR 10ML ,2.291778,360,0,0.0,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
1985,2023-05-15,2023-05-17,563,ALBIOMIN 20% SOL INJ IV 50ML,BIOTEST,ALBUMINA HUMANA,ALBUMINA HUMANA (20% SOL INJ FA 50ML) 200G/L ,135.0,546,0,0.0,754,BIOTEST FARMACEUTICA LTDA
287986,2025-05-30,2025-06-06,2602,ALBUMINA BLAUBIMAX 20% SOL INJ IV 50ML,BLAU,ALBUMINA HUMANA,ALBUMINA HUMANA (20% SOL INJ FA 50ML) 200G/L ,157.61,800,0,157.61,172,BLAU FARMACEUTICA S.A.
1756,2025-07-09,2025-07-10,3805,ALBUMINA HUMANA 20% SOL INJ IV 50ML,KEDRION,ALBUMINA HUMANA,ALBUMINA HUMANA (20% SOL INJ FA 50ML) 200G/L ,150.0,1000,0,120.0,1509,KEDRION BRASIL LTDA
112043,2025-04-29,2025-05-06,1700,ALCA DESC ESTERIL 10UL 19CM AZUL,CRAL,PRODUTOS PARA SAUDE,ALCA DESC ESTERIL 10UL 19CM AZUL,0.1211,13000,600,0.13,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
91759,2024-06-18,2024-06-24,1699,ALCA DESC ESTERIL 1UL 19CM AMARELO,CRAL,PRODUTOS PARA SAUDE,ALCA DESC ESTERIL 1UL 19CM AMARELO,0.12319,30000,3100,0.12,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
348796,2024-03-28,2024-04-09,1519,ALENDIL CALCIO D 70MG/ 500MG+200UI CP,FQM,ALENDRONATO DE SODIO TRI-HIDRATADO+CARBONATO DE CALCIO+COLECALCIFEROL,ALENDRONATO DE SODIO TRI-HIDRATADO+CARBONATO DE CALCIO+COLECALCIFEROL (70MG+500MG+200UI COMPRIMIDO),1.250706,170,0,2.46,1202,DIVCOM S/A
286578,2025-05-14,2025-05-16,323,ERITROMAX 10000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (10000UI/ML INJ IV/SC FA 1ML),45.0,200,0,45.0,172,BLAU FARMACEUTICA S.A.
454823,2025-12-17,2025-12-19,3758,ERITROPOIETINA10000UI/ML INJ IV/SC FA1ML,CHRON EPIGEN,ALFAEPOETINA,ALFAEPOETINA (10000UI/ML INJ IV/SC FA 1ML),51.0,400,0,51.0,1071,NUTRIEX IMPORT E EXPORT
303888,2025-12-04,2025-12-10,332,ALFAEPOETINA 10000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (10000UI/ML INJ IV/SC FA 1ML),55.0,300,0,55.0,172,BLAU FARMACEUTICA S.A.
224024,2022-10-21,2022-10-25,1307,ERITROMAX 10000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (10000UI/ML INJ IV/SC FA 1ML),54.0,600,0,0.0,172,BLAU FARMACEUTICA S.A.
274906,2024-10-30,2024-11-05,1610,ERITROMAX 2000UI/ML INJ SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (2000UI/ML INJ SC FA 1ML),6.0,50,61,7.2,172,BLAU FARMACEUTICA S.A.
449845,2025-09-08,2025-09-10,3653,ERITROPOIETINA 4000UI/ML INJ IV/SC FA1ML,CHRON EPIGEN,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC FA 1ML),17.5,2400,2800,17.5,1071,NUTRIEX IMPORT E EXPORT
220715,2022-08-31,2022-09-08,3148,ALFAEPOETINA 4000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC FA 1ML),16.25,1680,0,16.25,172,BLAU FARMACEUTICA S.A.
303967,2025-12-05,2025-12-10,1300,ALFAEPOETINA 4000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC FA 1ML),22.0,420,820,22.0,172,BLAU FARMACEUTICA S.A.
294715,2025-08-26,2025-08-29,325,ERITROMAX 4000UI/ML INJ IV/SC FA 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC FA 1ML),22.0,420,0,19.5,172,BLAU FARMACEUTICA S.A.
303967,2025-12-05,2025-12-10,328,ERITROMAX 40000UI/ML INJ SC SER 1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC SERINGA PRE-ENCHIDA 1ML),750.0,50,101,749.87,172,BLAU FARMACEUTICA S.A.
277047,2024-11-29,2024-12-05,1281,ALFAEPOETINA 40000UI/ML INJ IV/SC SER1ML,BLAU,ALFAEPOETINA,ALFAEPOETINA (4000UI/ML INJ IV/SC SERINGA PRE-ENCHIDA 1ML),765.0,110,0,765.0,172,BLAU FARMACEUTICA S.A.
69354,2024-12-02,2024-12-03,628,ALGODAO HIDROFILO BOLA 100 GR,FAROL,PRODUTOS PARA SAUDE,ALGODAO HIDROFILO BOLA 100 GR,0.0,0,190,3.5,344,S A FABRICA DE TECIDOS SAO JOAO EVANGELISTA
28618,2022-07-26,2022-08-15,2106,ALGODAO HIDROFILO BOLA 100 GR,NATHY,PRODUTOS PARA SAUDE,ALGODAO HIDROFILO BOLA 100 GR,3.07,1000,0,2.1,1187,ERS INDUSTRIA E COMERCIO DE PROD. DE HIG. E LIMP. LTDA
71545,2026-03-03,2026-04-02,5801,ALGODAO HIDROFILO ROLO 500 GR,POLAX,PRODUTOS PARA SAUDE,ALGODAO HIDROFILO ROLO 500 GR,11.25,2000,0,11.25,344,S A FABRICA DE TECIDOS SAO JOAO EVANGELISTA
70021,2025-04-25,2025-06-12,2104,ALGODAO HIDROFILO ROLO 500 GR,FAROL,PRODUTOS PARA SAUDE,ALGODAO HIDROFILO ROLO 500 GR,12.25,1500,773,12.25,344,S A FABRICA DE TECIDOS SAO JOAO EVANGELISTA
270461,2025-10-20,2025-10-27,4602,ALOPURINOL 100 MG COM CT BL AL,SANDOZ,ALOPURINOL,"ALOPURINOL (100MG COMPRIMIDO)
",6.74,3,0,4.5,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
279045,2026-03-10,2026-03-19,4601,ALOPURINOL 300 MG COM CT BL AL,SANDOZ,ALOPURINOL,ALOPURINOL (300MG COMPRIMIDO),6.35,1404,0,6.35,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
1484195,2025-12-22,2025-12-31,5599,ALOPURINOL 300 MG CP,PRATI DONADUZZI,ALOPURINOL,ALOPURINOL (300MG COMPRIMIDO),0.22726,12000,0,0.2,156,"PRATI, DONADUZZI & CIA LTDA"
405074,2023-12-06,2023-12-13,3822,PIQRAY 200MG CP,NOVARTIS,ALPELISIBE,ALPELISIBE (200MG COMPRIMIDO REVESTIDO) ,616.239464,28,28,616.24,1166,NOVARTIS BIOCIENCIAS SA
251407,2024-05-22,2024-06-04,1794,"ZICLAGUE 0,08ML/ML SOL OLEOSA 30ML",HEBRON,ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,"ALPINIA ZERUMBET (0,08 ML/ML 15ML)",255.00325,40,0,255.0,1180,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
20514,2024-07-26,2024-08-13,1796,"ZICLAGUE 0,08ML/ML SOL OLEOSA 60ML",HEBRON,ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,"ALPINIA ZERUMBET (0,08 ML/ML FRASCO SPRAY 60ML SOLUCAO DE USO DERMATOLOGICO)",501.1056,20,0,463.96,1180,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
20514,2024-07-26,2024-08-13,4698,"ZICLAGUE 0,08ML/ML SOL OLEOSA 15ML",HEBRON,ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,"ALPINIA ZERUMBET (0,08 ML/ML SOLU¿¿O OLEOSA 15ML)",132.332944,20,0,0.0,1180,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
2575671,2023-12-29,2024-01-08,1641,"ALPRAZOLAM 0,25MG CP (B1) VP",EMS,ALPRAZOLAM,"ALPRAZOLAM (0,25MG COMPRIMIDO) (B1)",0.086667,2520,0,0.08,7,EMS S/A
2389631,2023-04-14,2023-04-26,1617,"ALPRAZOLAM 0,5MG CP (B1)",EMS,ALPRAZOLAM,"ALPRAZOLAM (0,5MG COMPRIMIDO) (B1)",0.076667,2520,0,0.08,7,EMS S/A
2689690,2024-04-30,2024-05-09,4219,"ALPRAZOLAM 0,5MG CP (B1) VP",EMS,ALPRAZOLAM,"ALPRAZOLAM (0,5MG COMPRIMIDO) (B1)",0.07,30240,0,0.07,7,EMS S/A
3039612,2025-02-28,2025-03-12,1563,ALPRAZOLAM 1MG CP (B1) VP,EMS,ALPRAZOLAM,ALPRAZOLAM (1MG COMPRIMIDO) (B1),0.056667,40320,0,0.07,7,EMS S/A
2389631,2023-04-14,2023-04-26,4080,ALPRAZOLAM 1MG CP (B1) ,EMS,ALPRAZOLAM,ALPRAZOLAM (1MG COMPRIMIDO) (B1),0.08,5040,0,0.0,7,EMS S/A
911786,2023-11-30,2023-12-06,3849,AMINOFILINA 24MG/ ML SOL INJ IV 10ML VP,TEUTO,AMINOFILINA,AMINOFILINA (24MG/ML SOL INJ IV 10ML),3.6,300,0,4.43,721,LABORATORIO TEUTO BRASILEIRO S/A
349851,2025-10-01,2025-10-13,310,AMINOFILINA 24MG/ML SOL INJ IV 10 ML,FARMACE,AMINOFILINA,AMINOFILINA (24MG/ML SOL INJ IV 10ML),2.2,1200,0,0.0,157,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
930897,2025-02-28,2025-03-24,3726,"HEPA-MERZ 0,5G/ML INJ IV 10ML",BIOLAB,ASPARTATO DE ORNITINA,"AMINO¿CIDOS   (0,5G/ML INJ IV 10ML)",48.00002,120,0,48.01,1171,BIOLAB SANUS FARMACEUTICA LTDA
12842,2025-07-30,2025-08-13,3727,"HEPA-MERZ 0,6G/G GRAN ENV",BIOLAB,ASPARTATO DE ORNITINA,"AMINO¿CIDOS  (0,6G/G GRANULADO ENVELOPE)",8.29001,240,170,8.29,1227,BIOLAB SANUS FARMACEUTICA LTDA
142347,2025-12-19,2025-12-23,366,AMIODARONA 50MG/ML SOL INJ IV 3ML,HIPOLABOR,CLORIDRATO DE AMIODARONA,AMIODARONA (50MG/ML SOL INJ IV 3ML),2.4,4800,0,2.6,681,HIPOLABOR FARMACEUTICA LTDA
38258,2022-10-17,2022-10-21,1183,AMIODARONA 50MG/ML SOL INJ IV 3ML,NOVAFARMA,CLORIDRATO DE AMIODARONA,AMIODARONA (50MG/ML SOL INJ IV 3ML),1.7,10000,0,0.0,160,NOVAFARMA INDUSTRIA FARMACEUTICA LTDA
131094,2025-05-27,2025-06-06,3768,AMIODARONA 50MG/ML SOL INJ IV 3ML VP,HIPOLABOR,CLORIDRATO DE AMIODARONA,AMIODARONA (50MG/ML SOL INJ IV 3ML),2.6,6000,200,2.7,681,HIPOLABOR FARMACEUTICA LTDA
