cod_produto,desc_unimed,linha_produto,principio_ativo,best_cod_item,best_desc_global,sim_desc,sim_linha,best_sim,sim_bin
2918,"PROPIONATO DE CLOBETASOL 0,5MG/G CR","PROPIONATO DE CLOBETASOL (0,5MG/G CREME)",PROPIONATO DE CLOBETASOL,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.7865168539325843,0.8172043010752689,0.8172043010752689,0.8-0.9
487,FLIXOTIDE 250 MCG SUS AER VP,PROPIONATO DE FLUTICASONA (250MCG SOLUCAO COM PROPELENTE AEROSOL 60 DOSES COM APLICADOR),PROPIONATO DE FLUTICASONA,86892,lacosamida 50 mg com rev,0.5384615384615384,0.2882882882882883,0.5384615384615384,0.5-0.6
3708,FLIXOTIDE 250 MCG SUS AER ,PROPIONATO DE FLUTICASONA (250MCG SOLUCAO COM PROPELENTE AEROSOL 60 DOSES COM APLICADOR),PROPIONATO DE FLUTICASONA,86673,crizotinibe 250 mg cap dur xalkori,0.576271186440678,0.36363636363636365,0.576271186440678,0.5-0.6
488,FLIXOTIDE 50 MCG SUS AER VP,PROPIONATO DE FLUTICASONA (50MCG SOLUCAO COM PROPELENTE AEROSOL 120 DOSES COM APLICADOR),PROPIONATO DE FLUTICASONA,86892,lacosamida 50 mg com rev,0.5490196078431373,0.2882882882882883,0.5490196078431373,0.5-0.6
2820,FLIXOTIDE 50 MCG SUS AER,PROPIONATO DE FLUTICASONA (50MCG SOLUCAO COM PROPELENTE AEROSOL 120 DOSES COM APLICADOR),PROPIONATO DE FLUTICASONA,86673,crizotinibe 250 mg cap dur xalkori,0.5517241379310345,0.11570247933884298,0.5517241379310345,0.5-0.6
490,SERETIDE 125+25MCG SUS AER,PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL,87178,seretide spray 25+125mcg 120 doses,0.6666666666666666,0.4077669902912621,0.6666666666666666,0.6-0.7
2251,SERETIDE 250+25MCG SUS AER,PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (250+25MCG SUS INAL),PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL,87178,seretide spray 25+125mcg 120 doses,0.6666666666666666,0.4077669902912621,0.6666666666666666,0.6-0.7
98,PROPOVAN 10 MG/ML INJ 10 ML (C1) VP,PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 10ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6461538461538462,0.8055555555555556,0.8055555555555556,0.8-0.9
4508,HYFOL 10MG/ML INJ IV 20ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6885245901639344,0.8333333333333334,0.8333333333333334,0.8-0.9
3898,PROPOFOL 10 MG/ML INJ IV 20 ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.7878787878787878,0.8333333333333334,0.8333333333333334,0.8-0.9
4032,DIPRIVAN 10MG/ML(1%) INJ IV 20ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6363636363636364,0.8333333333333334,0.8333333333333334,0.8-0.9
2178,PROPOFOL 10 MG/ML INJ 20 ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.7936507936507936,0.8333333333333334,0.8333333333333334,0.8-0.9
3902,NIRFOL 10 MG/ML INJ IV 20 ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6875,0.8333333333333334,0.8333333333333334,0.8-0.9
1425,PROPOTIL 10 MG/ML INJ 20 ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.7301587301587301,0.8333333333333334,0.8333333333333334,0.8-0.9
1292,PROPOVAN 10MG/ML INJ IV 20ML (C1) VP,PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.696969696969697,0.8333333333333334,0.8333333333333334,0.8-0.9
226,PROVIVE 10 MG/ML INJ 20ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6557377049180327,0.8333333333333334,0.8333333333333334,0.8-0.9
4835,OPONAP 10 MG/ML INJ 20 ML C1,PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8-0.9
3903,QUIPRO 10 MG/ML EMULSAO INJ IV 50ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 50ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6197183098591549,0.8055555555555556,0.8055555555555556,0.8-0.9
302,PROVIVE 10 MG/ML INJ 50 ML(C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 50ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6129032258064516,0.8055555555555556,0.8055555555555556,0.8-0.9
3900,NIRFOL 10 MG/ML INJ IV 50 ML (C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 50ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.65625,0.8055555555555556,0.8055555555555556,0.8-0.9
2375,DIPRIVAN PFS 10MG/ML(1%) INJ IV 50ML(C1),PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 50ML) C1,PROPOFOL,113736,propofol 10mg/ml sol inj fa 20ml,0.6285714285714286,0.8055555555555556,0.8055555555555556,0.8-0.9
5691,PLACA ELETROCIRURGICA BIPARTIDA 9160F UN,PlACA ELETROCIRÚRGICA,PRODUTOS PARA SAUDE,84269,escova cirurgica c/ clorexidina 2%,0.5205479452054794,0.4444444444444444,0.5205479452054794,0.5-0.6
3796,QUARTENARIO AMONIO PLUS 5L,QUARTENARIO AMONIO PLUS 5 LITROS,QUATERNARIO DE AMONIO E CLORIDRATO DE POLIHEXAMETILENO BIGUANIDA,88023,cateter picc mono lumen 3frx60cm,0.4827586206896552,0.46875,0.4827586206896552,<0.5
3057,QUARTENARIO AMONIO PRONTO USO 1L,QUARTENARIO AMONIO PRONTO USO 1 LITRO,QUATERNARIO DE AMONIO E CLORIDRATO DE POLIHEXAMETILENO BIGUANIDA,83880,sabonete liquido perolado set soap 5 litros,0.37333333333333335,0.475,0.475,<0.5
3058,QUARTENARIO AMONIO PRONTO USO SPR 750ML,QUARTENARIO AMONIO PRONTO USO SPRAY 750ML,QUATERNARIO DE AMONIO E CLORIDRATO DE POLIHEXAMETILENO BIGUANIDA,106561,curativo antimicrobriano cutimed sorbact 7x9cm,0.47058823529411764,0.4827586206896552,0.4827586206896552,<0.5
4623,RABEPRAZOL SODICO 20MG REV LIB RETARD CT,RABEPRAZOL SODICO ( 20MG COMPRIMIDO LIB RETARD),RABEPRAZOL SODICO,87285,valproato de sodio 300 mg com rev retard,0.6,0.6923076923076923,0.6923076923076923,0.6-0.7
1518,TIORFAN 100MG CAP,RACECADOTRILA  (100MG CAP) ,RACECADOTRILA,87146,racecadotrila 100 mg cap dura,0.5652173913043478,0.9056603773584906,0.9056603773584906,0.9-1.0
3586,TIORFAN 30 18 SACHE,"RACECADOTRILA SOLIDO (10MG/ML INJ IVI 0,165 ML C/ SR)",RACECADOTRILA,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.1875,0.5833333333333334,0.5833333333333334,0.5-0.6
3804,REMOVEDOR DE CURATIVO-REMOVEX SENSITIVE,REMOVEDOR DE CURATIVO-REMOVEX SENSITIVE,COSMETICOS,88159,lenco removedor de curativos ,0.6567164179104478,0.6567164179104478,0.6567164179104478,0.6-0.7
2085,XIFAXAN 550 MG CP,RIFAMICINA  (550MG COMPRIMIDO),RIFAXIMINA,87239,tiamina 300 mg com,0.6666666666666666,0.717948717948718,0.717948717948718,0.7-0.8
4084,RIFAMICINA 10 MG/ML SOL TOP SPR 20 ML ,RIFAMICINA TOPICO (10MG/ML SOL TOP SPRAY 20ML) ,RIFAMICINA,86767,escopolamina 10 mg/ml sol or fr 20 ml ,0.7567567567567568,0.6341463414634146,0.7567567567567568,0.7-0.8
2190,RIFAMICINA 10 MG/ML SOL TOP SPR 20 ML VP,RIFAMICINA TOPICO (10MG/ML SOL TOP SPRAY 20ML) ,RIFAMICINA,86767,escopolamina 10 mg/ml sol or fr 20 ml ,0.7272727272727273,0.6341463414634146,0.7272727272727273,0.7-0.8
99,RILUZOL 50 MG CP,RILUZOL (50MG COMPRIMIDO),RILUZOL,87158,riluzol 50 mg com rev,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8-0.9
3707,RIOCARE FOAM 475ML RETANGULAR,RIOCARE FOAM (475ML RETANGULAR),COSMETICOS,88139,seringa dosadora oral 5ml  ,0.4444444444444444,0.43636363636363634,0.4444444444444444,<0.5
4385,RIOCARE FOAM REFIL 1L,RIOCARE FOAM REFIL 1L,COSMETICOS,88190,seringa dosadora oral 1ml ,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5-0.6
3065,RIODEINE(PVPI AQUOSO) DERMO SUAVE 100ML,RIODEINE(PVPI AQUOSO) DERMO SUAVE 100ML,IODOPOVIDONA,84213,"clorexidina aquosa 0,2% 1000ml",0.5671641791044776,0.5671641791044776,0.5671641791044776,0.5-0.6
3703,"RIOHEX GARD (CLOREXIDINA 0,12%) 250ML","RIOHEX GARD (CLOREXIDINA 0,12% 250ML)",DIGLICONATO DE CLOREXIDINA,84213,"clorexidina aquosa 0,2% 1000ml",0.6031746031746031,0.59375,0.6031746031746031,0.6-0.7
1255,RISPERIDONA 1 MG CP (C1) VP,RISPERIDONA (1MG COMPRIMIDO REV) C1,RISPERIDONA,87159,risperidona 1 mg com rev,0.88,0.92,0.92,0.9-1.0
5863,RISPERIDONA 1MG  COMP REV (2BL C/15),RISPERIDONA (1MG COMPRIMIDO REV) C1,RISPERIDONA,87159,risperidona 1 mg com rev,0.7931034482758621,0.92,0.92,0.9-1.0
3765,RISPERIDON 1MG 200 CP (C1) VP,RISPERIDONA (1MG COMPRIMIDO REV) C1,RISPERIDONA,87159,risperidona 1 mg com rev,0.7692307692307693,0.92,0.92,0.9-1.0
368,RISPERIDONA 1 MG/ML SOL OR 30 ML (C1) VP,RISPERIDONA (1MG/ML SOL OR 30ML) C1,RISPERIDONA,87160,risperidona 1 mg/ml sol or fr 30 ml,0.8767123287671232,0.8823529411764706,0.8823529411764706,0.8-0.9
1718,RISPERIDON 1 MG/ML SOL OR 30 ML (C1) VP,RISPERIDONA (1MG/ML SOL OR 30ML) C1,RISPERIDONA,87160,risperidona 1 mg/ml sol or fr 30 ml,0.8611111111111112,0.8823529411764706,0.8823529411764706,0.8-0.9
5000,RISPERIDONA 2MG CP REV BL AL PLAS X 60,"RISPERIDONA (2MG CPR REV) 
",RISPERIDONA,87159,risperidona 1 mg com rev,0.6984126984126984,0.8979591836734694,0.8979591836734694,0.8-0.9
5864,RISPERIDONA 3MG  COMP REV (2BL C/15),"RISPERIDONA (3MG COMPRIMIDO REV) C1
",RISPERIDONA,87159,risperidona 1 mg com rev,0.7586206896551724,0.88,0.88,0.8-0.9
1244,RISPERIDONA 3 MG CP (C1) VP,"RISPERIDONA (3MG COMPRIMIDO REV) C1
",RISPERIDONA,87159,risperidona 1 mg com rev,0.84,0.88,0.88,0.8-0.9
872,RIXIMYO 100 MG/10 ML INJ FR 10ML,RITUXIMABE (100MG/10 ML INJ FR 10ML),RITUXIMABE,101571,rituximabe 10 mg/ ml sol inj iv fa 50 ml riximyo ,0.17721518987341772,0.7073170731707317,0.7073170731707317,0.7-0.8
870,RIXIMYO 500 MG (10MG/ML) SOL INJ 50ML,RITUXIMABE (500MG (10MG/ML) SOL INJ 50ML),RITUXIMABE,101571,rituximabe 10 mg/ ml sol inj iv fa 50 ml riximyo ,0.6341463414634146,0.7529411764705882,0.7529411764705882,0.7-0.8
2650,RIVAROXABANA 10MG CP,RIVAROXABANA SOLIDO ( 10MG CP),RIVAROXABANA,87165,rivaroxabana 10 mg com rev,0.8936170212765957,0.8,0.8936170212765957,0.8-0.9
4498,VYNAXA 10MG CP,RIVAROXABANA SOLIDO ( 10MG CP),RIVAROXABANA,87165,rivaroxabana 10 mg com rev,0.5853658536585366,0.8,0.8,0.7-0.8
4060,VYNAXA 10 MG CP VP,RIVAROXABANA SOLIDO ( 10MG CP),RIVAROXABANA,87165,rivaroxabana 10 mg com rev,0.6666666666666666,0.8,0.8,0.7-0.8
4059,VYNAXA 15 MG CP VP,RIVAROXABANA SOLIDO ( 15MG CP),RIVAROXABANA,87166,rivaroxabana 15 mg com rev,0.6666666666666666,0.8,0.8,0.7-0.8
2651,RIVAROXABANA 15MG CP,RIVAROXABANA SOLIDO ( 15MG CP),RIVAROXABANA,87166,rivaroxabana 15 mg com rev,0.8936170212765957,0.8,0.8936170212765957,0.8-0.9
5589,VYNAXA 15 MG CP,RIVAROXABANA SOLIDO ( 15MG CP),RIVAROXABANA,87166,rivaroxabana 15 mg com rev,0.6190476190476191,0.8,0.8,0.7-0.8
2652,RIVAROXABANA 20MG CP,RIVAROXABANA SOLIDO ( 20MG CP),RIVAROXABANA,87167,rivaroxabana 20 mg com rev,0.8936170212765957,0.8,0.8936170212765957,0.8-0.9
4581,VYNAXA 20 MG 30 CP,RIVAROXABANA SOLIDO ( 20MG CP),RIVAROXABANA,87167,rivaroxabana 20 mg com rev,0.5777777777777777,0.8,0.8,0.7-0.8
4862,RIVAROXABANA 20MG COMP REV,RIVAROXABANA SOLIDO ( 20MG CP),RIVAROXABANA,87167,rivaroxabana 20 mg com rev,0.9615384615384616,0.8,0.9615384615384616,0.9-1.0
4624,ROSUVASTATINA CAL 10MG COM REV CT,ROSUVASTATINA CALCICA ( 10MG COMPRIMIDO),ROSUVASTATINA CALCICA,87171,rosuvastatina cálcica 10 mg com rev,0.8823529411764706,0.9393939393939394,0.9393939393939394,0.9-1.0
4445,ROSUVASTATINA 10MG CP,ROSUVASTATINA CALCICA ( 10MG COMPRIMIDO),ROSUVASTATINA CALCICA,87171,rosuvastatina cálcica 10 mg com rev,0.7719298245614035,0.9393939393939394,0.9393939393939394,0.9-1.0
939,ROSUVASTATINA 10MG CP,ROSUVASTATINA CALCICA ( 10MG COMPRIMIDO),ROSUVASTATINA CALCICA,87171,rosuvastatina cálcica 10 mg com rev,0.7719298245614035,0.9393939393939394,0.9393939393939394,0.9-1.0
3050,ROSA 10MG CP,ROSUVASTATINA CALCICA ( 10MG COMPRIMIDO),ROSUVASTATINA CALCICA,87171,rosuvastatina cálcica 10 mg com rev,0.5416666666666666,0.9393939393939394,0.9393939393939394,0.9-1.0
1252,ROSUVASTATINA 10MG CP,ROSUVASTATINA CALCICA ( 10MG COMPRIMIDO),ROSUVASTATINA CALCICA,87171,rosuvastatina cálcica 10 mg com rev,0.7719298245614035,0.9393939393939394,0.9393939393939394,0.9-1.0
1253,ROSUVASTATINA 20MG CP,ROSUVASTATINA CALCICA ( 20MG COMPRIMIDO),ROSUVASTATINA CALCICA,87172,rosuvastatina cálcica 20 mg com rev,0.7719298245614035,0.9393939393939394,0.9393939393939394,0.9-1.0
4625,ROSUVASTATINA CAL 20 MG COM REV CT,ROSUVASTATINA CALCICA ( 20MG COMPRIMIDO),ROSUVASTATINA CALCICA,87172,rosuvastatina cálcica 20 mg com rev,0.8985507246376812,0.9393939393939394,0.9393939393939394,0.9-1.0
1887,ROSUVASTATINA 20MG CP,ROSUVASTATINA CALCICA ( 20MG COMPRIMIDO),ROSUVASTATINA CALCICA,87172,rosuvastatina cálcica 20 mg com rev,0.7719298245614035,0.9393939393939394,0.9393939393939394,0.9-1.0
3051,ROSA 20MG CP,ROSUVASTATINA CALCICA ( 20MG COMPRIMIDO),ROSUVASTATINA CALCICA,87172,rosuvastatina cálcica 20 mg com rev,0.5416666666666666,0.9393939393939394,0.9393939393939394,0.9-1.0
5786,ROSUVASTATINA CÁLCICA 20MG/ C 30CP,ROSUVASTATINA CALCICA ( 20MG COMPRIMIDO),ROSUVASTATINA CALCICA,87172,rosuvastatina cálcica 20 mg com rev,0.8695652173913043,0.9393939393939394,0.9393939393939394,0.9-1.0
2372,DIPRIVAN 10MG/ML (1%) INJ IV 20ML (C1),SABONETE LIQUIDO PEROLADO ERVA DOCE 5 LITROS ,PROPOFOL,83880,sabonete liquido perolado set soap 5 litros,0.07792207792207792,0.8505747126436781,0.8505747126436781,0.8-0.9
4430,SABONETE RIOMAX CREMOSO 1L REFIL,SABONETE RIOMAX CREMOSO 1 LITRO REFIL,COSMETICOS,83880,sabonete liquido perolado set soap 5 litros,0.37333333333333335,0.575,0.575,0.5-0.6
4384,SABONETE RIOMAX CREMOSO GLICERINA 1L,SABONETE RIOMAX CREMOSO GLICERINA 1 LITRO,COSMETICOS,87215,supositorio de glicerina adulto,0.5970149253731343,0.6111111111111112,0.6111111111111112,0.6-0.7
233,FERROPURUM 20MG/ML SOL INJ IV 5ML,SACARATO DE HIDROXIDO FERRICO INJETAVEL (20MG/ML SOL INJ IV 5ML),SACARATO DE HIDROXIDO FERRICO,87173,"hidroxido ferrico, sacarato de 20 mg/ml sol inj amp 5 ml",0.6136363636363636,0.6779661016949152,0.6779661016949152,0.6-0.7
231,SUCROFER 20 MG/ML SOL INJ 5 ML,SACARATO DE HIDROXIDO FERRICO INJETAVEL (20MG/ML SOL INJ IV 5ML),SACARATO DE HIDRÓXIDO FÉRRICO	,86590,furosemida 10 mg/ml sol inj amp 2 ml,0.7272727272727273,0.46464646464646464,0.7272727272727273,0.7-0.8
4379,FERROPURUM 20MG/ML SOL INJ IV 5ML,SACARATO DE HIDROXIDO FERRICO INJETAVEL (20MG/ML SOL INJ IV 5ML),SACARATO DE HIDROXIDO FERRICO,87173,"hidroxido ferrico, sacarato de 20 mg/ml sol inj amp 5 ml",0.6136363636363636,0.6779661016949152,0.6779661016949152,0.6-0.7
4165,FLORATIL 200 MG ENV,SACCHAROMYCES BOULARDII (200MG PO ORAL ENVELOPE 800MG),SACCHAROMYCES BOULARDII,101635,saccharomyces boulardii 200 mg sache,0.43636363636363634,0.7191011235955056,0.7191011235955056,0.7-0.8
1320,REPOFLOR 200 MG PO OR VP,SACCHAROMYCES BOULARDII (200MG PO ORAL ENVELOPE 800MG),SACCHAROMYCES BOULARDII,101635,saccharomyces boulardii 200 mg sache,0.43333333333333335,0.7191011235955056,0.7191011235955056,0.7-0.8
4412,FLORATIL 200MG ENV,SACCHAROMYCES BOULARDII (200MG PO ORAL ENVELOPE 800MG),SACCHAROMYCES BOULARDII,101635,saccharomyces boulardii 200 mg sache,0.4074074074074074,0.7191011235955056,0.7191011235955056,0.7-0.8
3788,REPOFLOR 200 MG PO OR,SACCHAROMYCES BOULARDII (200MG PO ORAL ENVELOPE 800MG),SACCHAROMYCES BOULARDII,101635,saccharomyces boulardii 200 mg sache,0.45614035087719296,0.7191011235955056,0.7191011235955056,0.7-0.8
4166,FLORATIL 100MG CAP,SACCHAROMYCES BOULARDII SOLIDO (100MG CAP),SACCHAROMYCES BOULARDII,101634,saccharomyces boulardii 200 mg cap,0.46153846153846156,0.8533333333333334,0.8533333333333334,0.8-0.9
517,REPOFLOR 100MG CAP,SACCHAROMYCES BOULARDII SOLIDO (100MG CAP),SACCHAROMYCES BOULARDII,101634,saccharomyces boulardii 200 mg cap,0.5384615384615384,0.8533333333333334,0.8533333333333334,0.8-0.9
4095,REPOFLOR 200MG CAP,SACCHAROMYCES BOULARDII SOLIDO (200MG CAP),SACCHAROMYCES BOULARDII,101634,saccharomyces boulardii 200 mg cap,0.5769230769230769,0.88,0.88,0.8-0.9
534,REPOFLOR 200MG CAP VP,SACCHAROMYCES BOULARDII SOLIDO (200MG CAP),SACCHAROMYCES BOULARDII,101634,saccharomyces boulardii 200 mg cap,0.5454545454545454,0.88,0.88,0.8-0.9
4164,FLORATIL 200MG CAP,SACCHAROMYCES BOULARDII SOLIDO (200MG CAP),SACCHAROMYCES BOULARDII,101634,saccharomyces boulardii 200 mg cap,0.5,0.88,0.88,0.8-0.9
1797,FLORAX 100 MILHOES/ML SUS OR ADULTO,SACCHAROMYCES CEREVISIAE LIQUIDO (100MILHOES/ML SUS OR) ,SACCHAROMYCES CEREVISIAE,86810,saccharomyces cerevisiae 5 ml flac ped ,0.273972602739726,0.6521739130434783,0.6521739130434783,0.6-0.7
4892,FLORAX SM PED. 50 MILHOES/ML SUSP. 5ML,SACCHAROMYCES CEREVISIAE LIQUIDO (50MILHOES/ML 5ML),SACCHAROMYCES CEREVISIAE,86810,saccharomyces cerevisiae 5 ml flac ped ,0.1891891891891892,0.7272727272727273,0.7272727272727273,0.7-0.8
2249,FLORAX SM PED. 50 MILHOES/ML SUSP. 5ML,SACCHAROMYCES CEREVISIAE LIQUIDO (50MILHOES/ML 5ML),SACCHAROMYCES CEREVISIAE,86810,saccharomyces cerevisiae 5 ml flac ped ,0.1891891891891892,0.7272727272727273,0.7272727272727273,0.7-0.8
1989,SACOS AUTOCLAVE 60 LITROS 80X60CM,SACO DE AUTOCLAVE,PRODUTOS PARA SAUDE,87742,sugador descartavel,0.34615384615384615,0.6111111111111112,0.6111111111111112,0.6-0.7
1889,SACOS AUTOCLAVE 20 LITROS 40X60CM,SACO DE AUTOCLAVE,PRODUTOS PARA SAUDE,87742,sugador descartavel,0.34615384615384615,0.6111111111111112,0.6111111111111112,0.6-0.7
4958,ENTRESTO 200 MG COM REV CT BL AL AL X 60,SACUBITRIL + VALSARTANA (200MG COMPRIMIDO REV) ,SACUBITRIL VALSARTANA SODICA HIDRATADA,111929, sacubitril valsartana 24+26 mg com rev,0.4358974358974359,0.8918918918918919,0.8918918918918919,0.8-0.9
4956,ENTRESTO 50 MG COM REV CT BL AL AL X 28,SACUBITRIL + VALSARTANA (50MG COMPRIMIDO REV) ,SACUBITRIL VALSARTANA SODICA HIDRATADA,111930,sacubitril valsartana 49+51 mg com rev,0.44155844155844154,0.9041095890410958,0.9041095890410958,0.9-1.0
4957,ENTRESTO 100 MG COM REV CT BL AL AL X 60,"SACUBITRIL VALSARTANA SODICA HIDRATADA (100MG CPR REV)
",SACUBITRIL VALSARTANA SODICA HIDRATADA,111930,sacubitril valsartana 49+51 mg com rev,0.4358974358974359,0.7391304347826086,0.7391304347826086,0.7-0.8
1222,"SALBUTAMOL 0,4MG/ML XPE 120ML VP","SALBUTAMOL (0,4MG/ML XPE 120ML)",SULFATO DE SALBUTAMOL,86461,ambroxol 6 mg/ml xpe fr 120 ml adulto,0.6376811594202898,0.6567164179104478,0.6567164179104478,0.6-0.7
3797,DESINFETANTE HOSPITALAR 5L,SANEANTES QUARTENARIO DE AMONIO,PEROXIDO DE HIDROGENIO+QUATERNARIO DE AMONIO,116768,desinfetante p/ superficie multibac 5l,0.6666666666666666,0.4117647058823529,0.6666666666666666,0.6-0.7
3107,SCALP 19G LUER LOCK  DISPOSITIVO SEG,SCALP 19G LUER LOCK DISPOSITIVO SEGURANÇA,PRODUTOS PARA SAUDE,88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.5647058823529412,0.6593406593406593,0.6593406593406593,0.6-0.7
643,SCALP 21G LUER LOCK,SCALP 21G LUER LOCK,PRODUTOS PARA SAUDE,87540,scalp n° 21g ,0.6,0.6,0.6,0.5-0.6
2351,SCALP 21G LUER LOCK,SCALP 21G LUER LOCK,PRODUTOS PARA SAUDE,87540,scalp n° 21g ,0.6,0.6,0.6,0.5-0.6
4895,SCALP 21G LUER LOCK,SCALP 21G LUER LOCK,PRODUTOS PARA SAUDE,87540,scalp n° 21g ,0.6,0.6,0.6,0.5-0.6
672,SCALP 21G LUER LOCK DISPOSITIVO SEG,SCALP 21G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5647058823529412,0.5647058823529412,0.5647058823529412,0.5-0.6
3108,SCALP 21G LUER LOCK DISPOSITIVO SEG,SCALP 21G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5647058823529412,0.5647058823529412,0.5647058823529412,0.5-0.6
4896,SCALP 21G LUER LOCK DISPOSITIVO SEG,SCALP 21G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5647058823529412,0.5647058823529412,0.5647058823529412,0.5-0.6
2353,SCALP 23G LUER LOCK,SCALP 23G LUER LOCK,PRODUTOS PARA SAUDE,87541,scalp n° 23g,0.6,0.6,0.6,0.5-0.6
644,SCALP 23G LUER LOCK,SCALP 23G LUER LOCK,PRODUTOS PARA SAUDE,87541,scalp n° 23g,0.6,0.6,0.6,0.5-0.6
5845,SCALP 23G LUER LOCK DISP/ SEG19MM 30CM,SCALP 23G LUER LOCK,PRODUTOS PARA SAUDE,87541,scalp n° 23g,0.375,0.6,0.6,0.5-0.6
4897,SCALP 23G LUER LOCK,SCALP 23G LUER LOCK,PRODUTOS PARA SAUDE,87541,scalp n° 23g,0.6,0.6,0.6,0.5-0.6
674,SCALP 23G LUER LOCK DISPOSITIVO SEG IMP,SCALP 23G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5393258426966292,0.5647058823529412,0.5647058823529412,0.5-0.6
4898,SCALP 23G LUER LOCK DISPOSITIVO SEG,SCALP 23G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5647058823529412,0.5647058823529412,0.5647058823529412,0.5-0.6
5844,SCALP 21G LUER LOCK DISP/ SEG19MM 18CM,SCALP 23G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.41379310344827586,0.5647058823529412,0.5647058823529412,0.5-0.6
4969,SCALP 23G LUER LOCK DISPOSITIVO SEG,SCALP 23G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5647058823529412,0.5647058823529412,0.5647058823529412,0.5-0.6
3106,SCALP 25G LUER LOCK,SCALP 25G LUER LOCK,PRODUTOS PARA SAUDE,87542,scalp n° 25g ,0.6,0.6,0.6,0.5-0.6
667,SCALP 25G LUER LOCK,SCALP 25G LUER LOCK,PRODUTOS PARA SAUDE,87542,scalp n° 25g ,0.6,0.6,0.6,0.5-0.6
3109,SCALP 25G LUER LOCK DISPOSITIVO SEG,SCALP 25G LUER LOCK DISPOSITIVO SEG,PRODUTOS PARA SAUDE,107398,agulha descartavel 25x6 c/ dispositivo de segurança,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5-0.6
3730,SCALP 27G LUER LOCK,SCALP 27G LUER LOCK,PRODUTOS PARA SAUDE,87543,scalp n° 27g ,0.6,0.6,0.6,0.5-0.6
